SESSIONID,REQUESTEDURL,rating,REQUESTMONTH,day,hour,eps10,eps300,eps001
1273690,h:7491,1,4,d:2,d:18,d:48,d:1,d:63
1327334,h:11138,1,4,d:2,d:19,d:11,d:1,d:54
1117866,h:60,1,4,d:2,d:19,d:219,d:2,d:318
1239490,h:9310,1,4,d:2,d:20,d:98,d:2,d:137
1690560,h:34538,1,4,d:2,d:20,d:32,d:2,d:38
1096924,h:54765,1,4,d:2,d:20,d:2,d:1,d:15
1075536,h:12949,1,4,d:2,d:20,d:90,d:11,d:127
1023153,h:71421,1,4,d:2,d:19,d:41,d:2,d:238
1096924,h:148200,1,4,d:2,d:21,d:2,d:1,d:15
1247958,h:46717,1,4,d:2,d:20,d:195,d:2,d:282
1250500,h:2297,1,4,d:2,d:21,d:123,d:2,d:230
1110836,h:175630,1,4,d:2,d:19,d:18,d:1,d:20
1117866,h:630290,1,4,d:2,d:22,d:219,d:2,d:318
1224086,h:15682,1,4,d:2,d:21,d:44,d:1,d:399
1327334,h:21948,1,4,d:2,d:21,d:11,d:1,d:54
1075536,h:207184,1,4,d:2,d:20,d:90,d:11,d:127
1048722,h:157566,1,4,d:2,d:20,d:41,d:2,d:52
1125198,h:228595,1,4,d:2,d:22,d:2,d:1,d:15
1144767,h:11138,1,4,d:2,d:23,d:113,d:2,d:159
1003659,h:54765,1,4,d:2,d:23,d:2,d:1,d:2
1295453,h:481236,1,4,d:2,d:23,d:2,d:1,d:16
1051150,h:2297,1,4,d:3,d:0,d:230,d:2,d:336
1311304,h:11138,1,4,d:3,d:0,d:151,d:1,d:219
1009333,h:17056,1,4,d:2,d:23,d:9,d:2,d:9
1210224,h:214758,1,4,d:3,d:0,d:18,d:1,d:20
1076508,h:29488,1,4,d:3,d:0,d:222,d:2,d:323
1694079,h:34538,1,4,d:3,d:0,d:275,d:30,d:400
1108157,h:603975,1,4,d:3,d:1,d:1,d:1,d:1
1207541,h:17055,1,4,d:3,d:1,d:2,d:1,d:15
1075536,h:92494,1,4,d:3,d:1,d:90,d:11,d:127
1224086,h:108937,1,4,d:3,d:0,d:44,d:1,d:399
1189306,h:92495,1,4,d:3,d:1,d:2,d:1,d:2
1127155,h:54508,1,4,d:3,d:1,d:17,d:2,d:66
1021062,h:108952,1,4,d:3,d:2,d:270,d:2,d:390
1207519,h:282810,1,4,d:3,d:2,d:18,d:1,d:20
1282680,h:34645,1,4,d:3,d:2,d:2,d:1,d:69
1208936,h:1046673,1,4,d:3,d:1,d:14,d:2,d:14
1115641,h:42342,1,4,d:3,d:2,d:52,d:1,d:70
1644301,h:54779,1,4,d:3,d:3,d:2,d:1,d:15
1058409,h:28304,1,4,d:3,d:3,d:257,d:2,d:373
1207541,h:12949,1,4,d:3,d:3,d:2,d:1,d:15
1091219,h:318788,1,4,d:3,d:3,d:266,d:2,d:385
1226379,h:228595,1,4,d:3,d:5,d:2,d:1,d:2
1297040,h:1099475,1,4,d:3,d:3,d:18,d:1,d:20
1287405,h:169601,1,4,d:3,d:6,d:2,d:1,d:69
1322617,h:7489,1,4,d:3,d:4,d:178,d:2,d:258
1282680,h:412128,1,4,d:3,d:4,d:2,d:1,d:69
1104584,h:173170,1,4,d:3,d:6,d:2,d:1,d:51
1256862,h:108952,1,4,d:3,d:4,d:18,d:1,d:20
1287405,h:103165,1,4,d:3,d:7,d:2,d:1,d:69
1226379,h:67942,1,4,d:3,d:7,d:2,d:1,d:2
1694079,h:9822,1,4,d:3,d:9,d:275,d:30,d:400
1245890,h:18277,1,4,d:3,d:8,d:11,d:1,d:168
1284001,h:2297,1,4,d:3,d:11,d:244,d:28,d:356
1208590,h:13909,1,4,d:3,d:9,d:32,d:2,d:38
1208590,h:2297,1,4,d:3,d:12,d:32,d:2,d:38
1075536,h:4432,1,4,d:3,d:13,d:90,d:11,d:127
1189899,h:9822,1,4,d:3,d:12,d:17,d:2,d:61
1867978,h:4202,1,4,d:3,d:13,d:11,d:1,d:34
1288004,h:5222,1,4,d:3,d:14,d:88,d:1,d:375
1298378,h:12029,1,4,d:3,d:12,d:17,d:2,d:24
1085108,h:60,1,4,d:3,d:15,d:220,d:1,d:320
1189899,h:22985,1,4,d:3,d:14,d:17,d:2,d:61
1207541,h:837039,1,4,d:3,d:15,d:2,d:1,d:15
1256207,h:104168,1,4,d:4,d:13,d:2,d:1,d:49
1311932,h:4432,1,4,d:4,d:15,d:41,d:2,d:338
2085711,h:4432,1,4,d:4,d:16,d:18,d:1,d:20
1019381,h:60,1,4,d:4,d:16,d:84,d:2,d:118
1115641,h:650372,1,4,d:4,d:14,d:52,d:1,d:70
1178331,h:54757,1,4,d:4,d:18,d:18,d:1,d:20
1202341,h:64,1,4,d:6,d:11,d:12,d:1,d:121
1128930,h:7489,1,4,d:6,d:12,d:61,d:2,d:331
1091928,h:5222,1,4,d:6,d:13,d:11,d:1,d:180
1129477,h:7491,1,4,d:6,d:14,d:24,d:5,d:28
1212431,h:11138,1,4,d:6,d:14,d:210,d:2,d:306
1032305,h:7620,1,4,d:6,d:15,d:17,d:2,d:19
1195314,h:269237,1,4,d:6,d:14,d:2,d:1,d:49
1101781,h:38424,1,4,d:6,d:13,d:32,d:2,d:289
1116963,h:686021,1,4,d:6,d:14,d:18,d:1,d:20
1057857,h:20736,1,12,d:10,d:20,d:234,d:21,d:344
1315535,h:262410,1,4,d:6,d:15,d:8,d:2,d:8
1256207,h:104168,1,4,d:6,d:14,d:2,d:1,d:49
1014955,h:9310,1,4,d:6,d:23,d:35,d:2,d:42
1197240,h:103165,1,4,d:6,d:22,d:68,d:5,d:95
1311483,h:54811,1,4,d:7,d:4,d:18,d:1,d:20
1872672,h:29488,1,4,d:7,d:11,d:9,d:2,d:9
1208590,h:9822,1,4,d:7,d:14,d:32,d:2,d:38
1660045,h:2297,1,4,d:7,d:14,d:26,d:2,d:30
1101807,h:826490,1,4,d:7,d:19,d:1,d:1,d:1
1065991,h:214758,1,4,d:7,d:18,d:39,d:1,d:48
1032092,h:146036,1,4,d:8,d:0,d:136,d:1,d:197
1069409,h:60,1,4,d:8,d:1,d:10,d:1,d:10
1268359,h:1086691,1,4,d:8,d:4,d:31,d:6,d:37
1263015,h:60,1,4,d:8,d:5,d:207,d:2,d:401
1115641,h:54369,1,4,d:8,d:5,d:52,d:1,d:70
1076677,h:54377,1,4,d:8,d:7,d:2,d:1,d:43
1032092,h:42321,1,4,d:8,d:5,d:136,d:1,d:197
1660045,h:4432,1,4,d:8,d:12,d:26,d:2,d:30
1008872,h:4432,1,4,d:8,d:19,d:138,d:1,d:267
1161713,h:353062,1,4,d:8,d:23,d:1,d:1,d:1
1013526,h:228595,1,4,d:9,d:1,d:77,d:2,d:132
1115641,h:208289,1,4,d:9,d:3,d:52,d:1,d:70
1202495,h:4432,1,4,d:9,d:5,d:68,d:5,d:357
1078124,h:64,1,4,d:9,d:13,d:17,d:2,d:263
1110836,h:4432,1,4,d:9,d:12,d:18,d:1,d:20
1014808,h:4432,1,4,d:9,d:14,d:147,d:17,d:212
1060683,h:12004,1,4,d:9,d:14,d:6,d:1,d:6
1700275,h:9310,1,4,d:9,d:18,d:97,d:2,d:173
1150424,h:11402,1,4,d:9,d:18,d:18,d:1,d:20
1075536,h:15682,1,4,d:9,d:20,d:90,d:11,d:127
1872672,h:7284,1,4,d:9,d:20,d:9,d:2,d:9
1225454,h:54614,1,4,d:10,d:0,d:17,d:2,d:44
1243334,h:4432,1,4,d:10,d:2,d:3,d:1,d:3
1111292,h:103165,1,4,d:10,d:2,d:18,d:1,d:20
1277438,h:819,1,4,d:10,d:2,d:12,d:1,d:39
1302274,h:4432,1,4,d:10,d:5,d:123,d:2,d:230
1072864,h:11138,1,4,d:10,d:5,d:16,d:1,d:90
1184384,h:268425,1,4,d:10,d:16,d:154,d:2,d:223
1236817,h:7491,1,4,d:10,d:17,d:71,d:2,d:100
1153338,h:4432,1,4,d:10,d:18,d:272,d:2,d:393
1163577,h:60,1,4,d:10,d:23,d:2,d:1,d:15
1252229,h:93791,1,4,d:10,d:23,d:2,d:1,d:2
1151563,h:3570,1,4,d:10,d:23,d:157,d:2,d:227
1207541,h:54709,1,4,d:10,d:23,d:2,d:1,d:15
1075536,h:103165,1,4,d:11,d:1,d:90,d:11,d:127
1186440,h:971129,1,4,d:11,d:0,d:2,d:1,d:15
1163577,h:4432,1,4,d:11,d:1,d:2,d:1,d:15
1184384,h:4432,1,4,d:11,d:1,d:154,d:2,d:223
1321528,h:60,1,4,d:11,d:3,d:218,d:2,d:317
1101509,h:11138,1,4,d:11,d:4,d:45,d:7,d:59
1263395,h:396117,1,4,d:11,d:4,d:18,d:1,d:20
1077559,h:169601,1,4,d:11,d:6,d:2,d:1,d:51
1276291,h:11195,1,4,d:11,d:10,d:276,d:4,d:402
1240596,h:11195,1,4,d:11,d:10,d:61,d:2,d:403
1028527,h:15889,1,4,d:11,d:10,d:231,d:2,d:337
1090989,h:54380,1,4,d:11,d:11,d:18,d:1,d:20
1298378,h:12029,1,4,d:11,d:12,d:17,d:2,d:24
1054130,h:60,1,4,d:11,d:12,d:11,d:1,d:54
1060724,h:60,1,4,d:11,d:15,d:38,d:2,d:47
1207519,h:54786,1,4,d:11,d:17,d:18,d:1,d:20
1275854,h:12949,1,4,d:11,d:19,d:57,d:2,d:79
1201753,h:54379,1,4,d:11,d:18,d:18,d:1,d:20
1243334,h:494870,1,4,d:11,d:20,d:3,d:1,d:3
1210224,h:601220,1,4,d:11,d:19,d:18,d:1,d:20
1275854,h:207186,1,4,d:11,d:22,d:57,d:2,d:79
1266748,h:60,1,4,d:11,d:23,d:10,d:1,d:10
1048722,h:28304,1,4,d:11,d:23,d:41,d:2,d:52
1295453,h:830045,1,4,d:11,d:23,d:2,d:1,d:16
1096924,h:297947,1,4,d:12,d:0,d:2,d:1,d:15
1326476,h:4432,1,4,d:12,d:5,d:85,d:1,d:119
1210684,h:60,1,4,d:12,d:5,d:17,d:2,d:19
1278355,h:178847,1,4,d:12,d:7,d:2,d:1,d:69
1001549,h:5222,1,4,d:12,d:6,d:166,d:2,d:241
1263625,h:7284,1,4,d:12,d:9,d:17,d:2,d:24
1265146,h:32679,1,4,d:12,d:11,d:11,d:1,d:341
1195023,h:11138,1,4,d:12,d:10,d:48,d:1,d:63
1896145,h:16436,1,4,d:12,d:12,d:277,d:7,d:404
1059662,h:4432,1,4,d:12,d:13,d:2,d:1,d:51
1326936,h:5222,1,4,d:12,d:14,d:11,d:1,d:54
1276291,h:11138,1,4,d:12,d:14,d:276,d:4,d:402
1090989,h:54380,1,4,d:12,d:13,d:18,d:1,d:20
1037595,h:4432,1,4,d:12,d:15,d:278,d:2,d:405
1192065,h:190625,1,4,d:12,d:15,d:18,d:1,d:20
1005677,h:60,1,4,d:12,d:16,d:48,d:1,d:63
1290164,h:10935,1,4,d:12,d:15,d:48,d:1,d:63
1001558,h:4432,1,4,d:12,d:16,d:210,d:2,d:406
1081038,h:60,1,4,d:12,d:18,d:17,d:2,d:61
1176658,h:54550,1,4,d:12,d:20,d:2,d:1,d:43
1076508,h:7489,1,4,d:12,d:20,d:222,d:2,d:323
1047217,h:62528,1,4,d:12,d:20,d:17,d:2,d:61
1700335,h:15682,1,4,d:12,d:21,d:2,d:1,d:15
1346931,h:46717,1,4,d:12,d:22,d:35,d:2,d:42
1065991,h:214758,1,4,d:12,d:20,d:39,d:1,d:48
1311304,h:11138,1,4,d:12,d:23,d:151,d:1,d:219
1177002,h:15889,1,4,d:12,d:23,d:178,d:2,d:258
1144293,h:632273,1,4,d:13,d:0,d:2,d:1,d:43
1311304,h:4432,1,4,d:13,d:2,d:151,d:1,d:219
1094757,h:633758,1,4,d:13,d:2,d:18,d:1,d:20
1273690,h:112006,1,4,d:13,d:0,d:48,d:1,d:63
1195023,h:10935,1,4,d:13,d:2,d:48,d:1,d:63
1278355,h:176508,1,4,d:13,d:7,d:2,d:1,d:69
1195673,h:394054,1,4,d:13,d:5,d:18,d:1,d:20
1014487,h:652144,1,4,d:13,d:9,d:9,d:2,d:9
1153163,h:280373,1,4,d:13,d:11,d:177,d:2,d:257
1139118,h:29488,1,4,d:13,d:11,d:279,d:2,d:407
1246470,h:9310,1,4,d:13,d:12,d:143,d:2,d:208
1218654,h:11138,1,4,d:14,d:12,d:45,d:7,d:291
1019296,h:11195,1,1,d:25,d:17,d:11,d:1,d:11
1319326,h:37399,1,12,d:10,d:2,d:99,d:2,d:214
1087864,h:90485,1,12,d:11,d:7,d:17,d:2,d:222
1685489,h:338247,1,12,d:26,d:4,d:11,d:1,d:11
1872672,h:31710,1,1,d:27,d:22,d:9,d:2,d:9
1872672,h:16436,1,4,d:3,d:13,d:9,d:2,d:9
1101807,h:7620,1,12,d:12,d:15,d:1,d:1,d:1
1057182,h:182401,1,12,d:24,d:5,d:198,d:2,d:288
1057182,h:10935,1,12,d:24,d:17,d:198,d:2,d:288
1301350,h:11195,1,3,d:18,d:21,d:70,d:5,d:99
1101807,h:60,1,1,d:27,d:20,d:1,d:1,d:1
1101807,h:12408,1,1,d:28,d:0,d:1,d:1,d:1
1164945,h:11195,1,12,d:9,d:12,d:35,d:2,d:42
1164945,h:16642,1,12,d:9,d:15,d:35,d:2,d:42
1239490,h:11195,1,12,d:14,d:16,d:98,d:2,d:137
1691264,h:2968,1,12,d:24,d:10,d:144,d:2,d:209
1095174,h:47021,1,1,d:25,d:17,d:116,d:2,d:186
1095174,h:47021,1,1,d:27,d:1,d:116,d:2,d:186
1032688,h:9822,1,1,d:30,d:12,d:17,d:2,d:44
1032688,h:5222,1,1,d:30,d:20,d:17,d:2,d:44
1096924,h:77014,1,3,d:17,d:6,d:2,d:1,d:15
1164945,h:46717,1,4,d:1,d:22,d:35,d:2,d:42
1207541,h:12949,1,4,d:12,d:21,d:2,d:1,d:15
1032688,h:349625,1,4,d:13,d:1,d:17,d:2,d:44
1013176,h:12816,1,12,d:12,d:1,d:32,d:2,d:215
1034151,h:292918,1,12,d:23,d:0,d:104,d:2,d:146
1215773,h:12004,1,12,d:26,d:6,d:17,d:2,d:24
1244809,h:17487,1,1,d:26,d:20,d:147,d:17,d:212
1263117,h:490,1,1,d:26,d:20,d:33,d:1,d:302
1234231,h:7491,1,1,d:27,d:2,d:229,d:26,d:335
1272452,h:32163,1,1,d:30,d:17,d:204,d:2,d:296
1234231,h:5222,1,3,d:24,d:0,d:229,d:26,d:335
1013176,h:13909,1,4,d:13,d:9,d:32,d:2,d:215
1050113,h:28773,1,12,d:14,d:1,d:17,d:2,d:66
1021337,h:168951,1,12,d:24,d:7,d:17,d:2,d:166
1690560,h:32679,1,12,d:24,d:10,d:32,d:2,d:38
1021337,h:9822,1,12,d:24,d:23,d:17,d:2,d:166
1694392,h:29488,1,1,d:28,d:20,d:209,d:22,d:305
1860566,h:9310,1,1,d:29,d:17,d:232,d:2,d:339
1021337,h:7620,1,1,d:30,d:7,d:17,d:2,d:166
1021337,h:9822,1,1,d:30,d:12,d:17,d:2,d:166
1013526,h:4432,1,3,d:17,d:12,d:77,d:2,d:132
1072653,h:5222,1,3,d:18,d:2,d:24,d:5,d:28
1587542,h:116240,1,4,d:3,d:1,d:2,d:1,d:15
1104584,h:573113,1,4,d:12,d:20,d:2,d:1,d:51
1019915,h:257186,1,12,d:9,d:12,d:186,d:2,d:271
1022239,h:406953,1,12,d:9,d:14,d:17,d:2,d:19
1346763,h:16436,1,12,d:12,d:0,d:17,d:2,d:24
1095635,h:90472,1,12,d:25,d:18,d:17,d:2,d:44
1044579,h:15889,1,12,d:14,d:12,d:102,d:2,d:144
1218329,h:4432,1,12,d:23,d:2,d:18,d:1,d:20
1253876,h:138863,1,12,d:26,d:21,d:2,d:1,d:15
1019915,h:257186,1,1,d:27,d:14,d:186,d:2,d:271
1208590,h:3104,1,1,d:30,d:15,d:32,d:2,d:38
1253876,h:133461,1,3,d:16,d:18,d:2,d:1,d:15
1215689,h:86326,1,3,d:16,d:18,d:2,d:1,d:43
1022239,h:7284,1,3,d:17,d:1,d:17,d:2,d:19
1044579,h:9751,1,3,d:20,d:10,d:102,d:2,d:144
1218329,h:989420,1,3,d:17,d:19,d:18,d:1,d:20
1161713,h:353062,1,3,d:18,d:4,d:1,d:1,d:1
1161713,h:88448,1,3,d:18,d:6,d:1,d:1,d:1
1856945,h:258292,1,3,d:18,d:16,d:18,d:1,d:20
1054091,h:4202,1,1,d:23,d:21,d:211,d:2,d:307
1856945,h:156218,1,3,d:19,d:1,d:18,d:1,d:20
1054091,h:4202,1,1,d:26,d:21,d:211,d:2,d:307
1145695,h:23558,1,1,d:27,d:12,d:147,d:17,d:212
1074537,h:8595,1,3,d:19,d:9,d:116,d:2,d:186
1054091,h:11195,1,3,d:19,d:12,d:211,d:2,d:307
1145695,h:23558,1,1,d:28,d:12,d:147,d:17,d:212
1054091,h:191923,1,3,d:19,d:17,d:211,d:2,d:307
1210684,h:832,1,1,d:29,d:7,d:17,d:2,d:19
1145695,h:23558,1,1,d:31,d:12,d:147,d:17,d:212
1074537,h:25208,1,3,d:16,d:12,d:116,d:2,d:186
1074537,h:562,1,3,d:16,d:20,d:116,d:2,d:186
1145695,h:23558,1,3,d:17,d:11,d:147,d:17,d:212
1074537,h:154703,1,3,d:17,d:21,d:116,d:2,d:186
1074537,h:25208,1,3,d:17,d:21,d:116,d:2,d:186
1074537,h:389,1,3,d:18,d:1,d:116,d:2,d:186
1270377,h:25208,1,3,d:18,d:16,d:183,d:19,d:265
1048722,h:157566,1,1,d:25,d:22,d:41,d:2,d:52
1270377,h:7491,1,1,d:27,d:19,d:183,d:19,d:265
1270377,h:2297,1,1,d:28,d:1,d:183,d:19,d:265
1110732,h:19730,1,1,d:30,d:1,d:17,d:2,d:19
1110732,h:50788,1,1,d:30,d:16,d:17,d:2,d:19
1270377,h:9310,1,3,d:23,d:16,d:183,d:19,d:265
1150424,h:1026737,1,3,d:23,d:13,d:18,d:1,d:20
1150424,h:11402,1,4,d:2,d:19,d:18,d:1,d:20
1048722,h:157566,1,4,d:12,d:19,d:41,d:2,d:52
1217278,h:6345,1,12,d:11,d:18,d:124,d:2,d:179
1346398,h:2964,1,12,d:14,d:10,d:148,d:2,d:216
1346398,h:23558,1,12,d:14,d:12,d:148,d:2,d:216
1247525,h:7620,1,12,d:26,d:12,d:77,d:2,d:132
1023153,h:2297,1,1,d:28,d:0,d:41,d:2,d:238
1046720,h:11138,1,1,d:29,d:20,d:45,d:7,d:59
1247525,h:783,1,3,d:17,d:19,d:77,d:2,d:132
1189900,h:49730,1,12,d:9,d:10,d:17,d:2,d:61
1189900,h:46717,1,12,d:11,d:16,d:17,d:2,d:61
1106726,h:4432,1,12,d:12,d:21,d:86,d:1,d:120
1110208,h:158810,1,12,d:25,d:22,d:140,d:1,d:205
1130154,h:5222,1,12,d:14,d:15,d:162,d:2,d:235
1106726,h:9310,1,12,d:23,d:1,d:86,d:1,d:120
1189899,h:31710,1,12,d:23,d:10,d:17,d:2,d:61
1189900,h:280350,1,12,d:23,d:14,d:17,d:2,d:61
1288090,h:4202,1,12,d:23,d:21,d:132,d:2,d:297
1288090,h:9310,1,12,d:24,d:1,d:132,d:2,d:297
1288090,h:16090,1,12,d:24,d:4,d:132,d:2,d:297
1288090,h:9310,1,12,d:26,d:14,d:132,d:2,d:297
1288090,h:4202,1,12,d:26,d:16,d:132,d:2,d:297
1130154,h:5222,1,1,d:23,d:18,d:162,d:2,d:235
1130154,h:119428,1,1,d:24,d:2,d:162,d:2,d:235
1189899,h:7284,1,1,d:28,d:1,d:17,d:2,d:61
1245890,h:5222,1,1,d:28,d:2,d:11,d:1,d:168
1189900,h:7284,1,3,d:19,d:14,d:17,d:2,d:61
1245890,h:4700,1,1,d:28,d:5,d:11,d:1,d:168
1106726,h:86326,1,3,d:19,d:20,d:86,d:1,d:120
1189900,h:22985,1,3,d:16,d:17,d:17,d:2,d:61
1110208,h:543105,1,3,d:16,d:21,d:140,d:1,d:205
1189899,h:7284,1,4,d:13,d:11,d:17,d:2,d:61
1023209,h:73666,1,12,d:25,d:12,d:17,d:2,d:89
1126145,h:16642,1,12,d:9,d:12,d:237,d:2,d:348
1023209,h:17702,1,12,d:9,d:12,d:17,d:2,d:89
1126145,h:9751,1,12,d:9,d:13,d:237,d:2,d:348
1023209,h:24290,1,12,d:10,d:17,d:17,d:2,d:89
1032305,h:8822,1,12,d:10,d:23,d:17,d:2,d:19
1023209,h:24290,1,12,d:11,d:9,d:17,d:2,d:89
1252222,h:84664,1,12,d:25,d:19,d:73,d:1,d:102
1023209,h:11492,1,12,d:14,d:13,d:17,d:2,d:89
1644301,h:4432,1,12,d:23,d:14,d:2,d:1,d:15
1644301,h:4689,1,12,d:23,d:19,d:2,d:1,d:15
1252222,h:38137,1,12,d:25,d:22,d:73,d:1,d:102
1023209,h:24290,1,12,d:25,d:9,d:17,d:2,d:89
1252222,h:60,1,12,d:26,d:20,d:73,d:1,d:102
1644301,h:64,1,1,d:23,d:20,d:2,d:1,d:15
1644301,h:10312,1,1,d:23,d:23,d:2,d:1,d:15
1023209,h:34538,1,1,d:24,d:8,d:17,d:2,d:89
1644301,h:64,1,1,d:25,d:19,d:2,d:1,d:15
1023209,h:10936,1,1,d:26,d:8,d:17,d:2,d:89
1058327,h:38424,1,3,d:19,d:11,d:63,d:2,d:87
1032305,h:60,1,1,d:28,d:0,d:17,d:2,d:19
1023209,h:12970,1,1,d:28,d:10,d:17,d:2,d:89
1060724,h:60,1,3,d:19,d:16,d:38,d:2,d:47
1126145,h:16642,1,1,d:29,d:4,d:237,d:2,d:348
1023209,h:197410,1,1,d:29,d:10,d:17,d:2,d:89
1023209,h:150526,1,1,d:30,d:8,d:17,d:2,d:89
1060724,h:60,1,3,d:19,d:23,d:38,d:2,d:47
1644301,h:41178,1,3,d:17,d:4,d:2,d:1,d:15
1079971,h:5222,1,12,d:10,d:23,d:16,d:1,d:273
1298581,h:29488,1,12,d:25,d:21,d:9,d:2,d:9
1079971,h:38424,1,12,d:12,d:20,d:16,d:1,d:273
1150248,h:141827,1,12,d:23,d:1,d:11,d:1,d:33
1150248,h:210728,1,1,d:23,d:16,d:11,d:1,d:33
1040824,h:5222,1,1,d:27,d:21,d:11,d:1,d:54
1040824,h:7620,1,1,d:28,d:1,d:11,d:1,d:54
1079971,h:39814,1,1,d:28,d:3,d:16,d:1,d:273
1040824,h:5222,1,1,d:30,d:0,d:11,d:1,d:54
1177002,h:47981,1,3,d:5,d:17,d:178,d:2,d:258
1079971,h:39814,1,3,d:20,d:5,d:16,d:1,d:273
1298581,h:2964,1,3,d:17,d:10,d:9,d:2,d:9
1079971,h:4432,1,3,d:18,d:1,d:16,d:1,d:273
1298581,h:60,1,3,d:31,d:21,d:9,d:2,d:9
1040824,h:5222,1,4,d:6,d:22,d:11,d:1,d:54
1014140,h:749697,1,12,d:9,d:5,d:18,d:1,d:20
1029809,h:64743,1,12,d:11,d:0,d:200,d:9,d:292
1295415,h:10936,1,12,d:13,d:0,d:17,d:2,d:24
1308021,h:9132,1,12,d:25,d:22,d:28,d:2,d:74
1104694,h:9310,1,12,d:23,d:15,d:8,d:2,d:8
1029809,h:21948,1,12,d:23,d:16,d:200,d:9,d:292
1058722,h:11138,1,12,d:23,d:20,d:45,d:7,d:59
1104694,h:16091,1,12,d:26,d:12,d:8,d:2,d:8
1309930,h:54270,1,12,d:24,d:4,d:62,d:1,d:86
1308021,h:34538,1,12,d:24,d:19,d:28,d:2,d:74
1147027,h:29488,1,12,d:25,d:0,d:12,d:1,d:300
1104694,h:9310,1,12,d:26,d:17,d:8,d:2,d:8
1058722,h:11138,1,12,d:27,d:4,d:45,d:7,d:59
1295415,h:9310,1,1,d:25,d:19,d:17,d:2,d:24
1083727,h:11195,1,1,d:26,d:2,d:225,d:25,d:327
1075536,h:466652,1,3,d:19,d:2,d:90,d:11,d:127
1147027,h:9310,1,1,d:26,d:23,d:12,d:1,d:300
1307644,h:29488,1,1,d:27,d:15,d:12,d:1,d:340
1308021,h:25610,1,3,d:19,d:11,d:28,d:2,d:74
1295415,h:2459,1,1,d:28,d:7,d:17,d:2,d:24
1308021,h:7284,1,3,d:19,d:15,d:28,d:2,d:74
1309930,h:318783,1,3,d:19,d:16,d:62,d:1,d:86
1083727,h:32163,1,1,d:30,d:1,d:225,d:25,d:327
1307644,h:4700,1,1,d:30,d:3,d:12,d:1,d:340
1147027,h:9310,1,1,d:31,d:12,d:12,d:1,d:300
1075536,h:1049395,1,3,d:20,d:0,d:90,d:11,d:127
1295415,h:10936,1,3,d:16,d:23,d:17,d:2,d:24
1058722,h:11138,1,3,d:17,d:2,d:45,d:7,d:59
1307644,h:4700,1,3,d:17,d:5,d:12,d:1,d:340
1147027,h:9310,1,3,d:20,d:12,d:12,d:1,d:300
1014140,h:151138,1,3,d:17,d:20,d:18,d:1,d:20
1075536,h:749746,1,4,d:1,d:20,d:90,d:11,d:127
1309930,h:610436,1,4,d:12,d:22,d:62,d:1,d:86
1103115,h:15889,1,12,d:9,d:2,d:191,d:2,d:277
1100030,h:29488,1,12,d:25,d:11,d:221,d:7,d:322
1243074,h:32163,1,3,d:18,d:10,d:193,d:2,d:279
1068772,h:10935,1,12,d:10,d:16,d:182,d:1,d:264
1103115,h:15889,1,12,d:12,d:16,d:191,d:2,d:277
1103115,h:16436,1,12,d:12,d:20,d:191,d:2,d:277
1103115,h:258899,1,12,d:13,d:2,d:191,d:2,d:277
1068772,h:7620,1,12,d:14,d:2,d:182,d:1,d:264
1243074,h:804431,1,3,d:18,d:16,d:193,d:2,d:279
1100030,h:198994,1,12,d:23,d:9,d:221,d:7,d:322
1700335,h:9751,1,12,d:24,d:15,d:2,d:1,d:15
1700335,h:15889,1,12,d:24,d:17,d:2,d:1,d:15
1243074,h:29488,1,12,d:24,d:17,d:193,d:2,d:279
1100030,h:9414,1,12,d:27,d:2,d:221,d:7,d:322
1103115,h:15889,1,1,d:23,d:16,d:191,d:2,d:277
1103115,h:15889,1,1,d:23,d:16,d:191,d:2,d:277
1685055,h:60,1,3,d:18,d:21,d:11,d:1,d:299
1103115,h:15889,1,1,d:26,d:21,d:191,d:2,d:277
1685055,h:5222,1,1,d:27,d:3,d:11,d:1,d:299
1685055,h:5222,1,1,d:27,d:15,d:11,d:1,d:299
1685055,h:5222,1,1,d:30,d:5,d:11,d:1,d:299
1685055,h:9822,1,4,d:1,d:10,d:11,d:1,d:299
1308163,h:9822,1,12,d:10,d:12,d:17,d:2,d:142
1010403,h:122134,1,12,d:10,d:5,d:17,d:2,d:66
1071020,h:11195,1,12,d:9,d:1,d:35,d:2,d:42
1031540,h:280373,1,12,d:9,d:1,d:17,d:2,d:24
1222667,h:9310,1,12,d:9,d:3,d:17,d:2,d:66
1308163,h:9822,1,12,d:10,d:12,d:17,d:2,d:142
1031540,h:9822,1,12,d:9,d:0,d:17,d:2,d:24
1320005,h:22081,1,12,d:10,d:17,d:33,d:1,d:40
1010403,h:102943,1,12,d:11,d:15,d:17,d:2,d:66
1057857,h:23361,1,12,d:12,d:23,d:234,d:21,d:344
1072442,h:5222,1,12,d:23,d:3,d:66,d:2,d:92
1072442,h:2297,1,12,d:23,d:10,d:66,d:2,d:92
1280457,h:38424,1,3,d:18,d:17,d:63,d:2,d:87
1010403,h:7284,1,12,d:24,d:12,d:17,d:2,d:66
1222667,h:11195,1,1,d:26,d:1,d:17,d:2,d:66
1222667,h:11195,1,1,d:26,d:1,d:17,d:2,d:66
1263568,h:4084,1,1,d:26,d:14,d:101,d:2,d:143
1072442,h:2297,1,1,d:27,d:0,d:66,d:2,d:92
1280457,h:38424,1,3,d:19,d:15,d:63,d:2,d:87
1057857,h:9822,1,3,d:19,d:18,d:234,d:21,d:344
