SESSIONID,USERID,REQUESTMONTH,REQUESTEDURL,day,hour,eps10,eps300,eps001
1058117,1058117,1,h:157566,d:31,d:4,d:323,d:2,d:485
1265541,1265541,3,h:15889,d:19,d:23,d:11,d:1,d:54
1265541,1265541,3,h:280373,d:5,d:20,d:11,d:1,d:54
1040907,1040907,3,h:11138,d:5,d:23,d:158,d:1,d:229
1040907,1040907,3,h:4202,d:20,d:1,d:158,d:1,d:229
1040907,1040907,3,h:11138,d:20,d:4,d:158,d:1,d:229
1223296,1223296,3,h:65037,d:17,d:4,d:18,d:1,d:20
1014487,1014487,3,h:652144,d:20,d:9,d:9,d:2,d:9
1014487,1014487,3,h:652144,d:17,d:9,d:9,d:2,d:9
1268615,1268615,3,h:10936,d:17,d:15,d:322,d:2,d:484
1223296,1223296,3,h:65037,d:18,d:4,d:18,d:1,d:20
1329947,1329947,4,h:60,d:1,d:0,d:48,d:1,d:63
1223296,1223296,4,h:54472,d:1,d:17,d:18,d:1,d:20
1223296,1223296,4,h:65037,d:1,d:21,d:18,d:1,d:20
1223296,1223296,4,h:92492,d:2,d:4,d:18,d:1,d:20
1223296,1223296,4,h:228595,d:2,d:4,d:18,d:1,d:20
1329947,1329947,4,h:649380,d:3,d:7,d:48,d:1,d:63
1329947,1329947,4,h:60,d:3,d:17,d:48,d:1,d:63
1014487,1014487,4,h:652144,d:6,d:9,d:9,d:2,d:9
1265541,1265541,4,h:5222,d:10,d:14,d:11,d:1,d:54
1014487,1014487,4,h:652144,d:11,d:8,d:9,d:2,d:9
1223296,1223296,4,h:65037,d:12,d:23,d:18,d:1,d:20
1223296,1223296,4,h:65037,d:13,d:3,d:18,d:1,d:20
1265541,1265541,4,h:12004,d:13,d:7,d:11,d:1,d:54
1055420,1055420,12,h:7284,d:10,d:12,d:17,d:2,d:19
1197240,1197240,12,h:169601,d:10,d:6,d:68,d:5,d:95
1064136,1064136,12,h:39814,d:9,d:2,d:6,d:1,d:6
1064136,1064136,12,h:12004,d:9,d:5,d:6,d:1,d:6
1055420,1055420,12,h:11195,d:10,d:16,d:17,d:2,d:19
1055420,1055420,12,h:91872,d:10,d:23,d:17,d:2,d:19
1055420,1055420,12,h:11195,d:12,d:7,d:17,d:2,d:19
1055420,1055420,12,h:7284,d:12,d:14,d:17,d:2,d:19
1197240,1197240,3,h:137938,d:24,d:21,d:68,d:5,d:95
1690207,1690207,12,h:142566,d:24,d:10,d:49,d:2,d:64
1690207,1690207,12,h:11195,d:24,d:12,d:49,d:2,d:64
1690207,1690207,12,h:31710,d:24,d:17,d:49,d:2,d:64
1690207,1690207,12,h:31710,d:26,d:18,d:49,d:2,d:64
1690207,1690207,12,h:11195,d:26,d:23,d:49,d:2,d:64
1690207,1690207,12,h:142566,d:27,d:0,d:49,d:2,d:64
1299803,1299803,3,h:1032101,d:18,d:17,d:18,d:1,d:20
1288452,1288452,3,h:15889,d:18,d:20,d:17,d:2,d:24
1197240,1197240,3,h:1119442,d:19,d:0,d:68,d:5,d:95
1329237,1329237,3,h:281564,d:19,d:1,d:18,d:1,d:20
1288452,1288452,1,h:7620,d:28,d:4,d:17,d:2,d:24
1288452,1288452,1,h:7620,d:30,d:5,d:17,d:2,d:24
1288452,1288452,1,h:9822,d:30,d:10,d:17,d:2,d:24
1329237,1329237,3,h:41620,d:19,d:22,d:18,d:1,d:20
1197240,1197240,3,h:9310,d:17,d:0,d:68,d:5,d:95
1299803,1299803,3,h:194426,d:17,d:0,d:18,d:1,d:20
1299803,1299803,3,h:54289,d:17,d:2,d:18,d:1,d:20
1197240,1197240,3,h:4432,d:17,d:5,d:68,d:5,d:95
1197240,1197240,3,h:4432,d:17,d:5,d:68,d:5,d:95
1197240,1197240,3,h:210044,d:17,d:6,d:68,d:5,d:95
1197240,1197240,3,h:103165,d:17,d:16,d:68,d:5,d:95
1329237,1329237,3,h:41620,d:17,d:18,d:18,d:1,d:20
1197240,1197240,3,h:169601,d:17,d:21,d:68,d:5,d:95
1329237,1329237,3,h:41620,d:30,d:19,d:18,d:1,d:20
1197240,1197240,4,h:389306,d:1,d:5,d:68,d:5,d:95
1064136,1064136,4,h:12004,d:1,d:18,d:6,d:1,d:6
1197240,1197240,4,h:169601,d:1,d:23,d:68,d:5,d:95
1064136,1064136,4,h:11138,d:1,d:22,d:6,d:1,d:6
1329237,1329237,4,h:230979,d:2,d:1,d:18,d:1,d:20
1288452,1288452,4,h:7620,d:2,d:4,d:17,d:2,d:24
1288452,1288452,4,h:9822,d:2,d:9,d:17,d:2,d:24
1299803,1299803,4,h:194426,d:3,d:15,d:18,d:1,d:20
1329237,1329237,4,h:41620,d:6,d:19,d:18,d:1,d:20
1197240,1197240,4,h:54363,d:8,d:17,d:68,d:5,d:95
1131638,1131638,12,h:410815,d:10,d:23,d:123,d:2,d:486
1285167,1285167,12,h:22080,d:11,d:3,d:48,d:1,d:63
1131638,1131638,3,h:46717,d:18,d:15,d:123,d:2,d:486
1131638,1131638,12,h:179432,d:14,d:0,d:123,d:2,d:486
1285167,1285167,3,h:7620,d:18,d:17,d:48,d:1,d:63
1285167,1285167,12,h:127431,d:25,d:23,d:48,d:1,d:63
1285167,1285167,12,h:2297,d:23,d:17,d:48,d:1,d:63
1285167,1285167,12,h:4432,d:24,d:2,d:48,d:1,d:63
1285167,1285167,12,h:7620,d:24,d:5,d:48,d:1,d:63
1685931,1685931,12,h:13909,d:24,d:9,d:32,d:2,d:96
1685931,1685931,12,h:15889,d:24,d:14,d:32,d:2,d:96
1305367,1305367,12,h:19783,d:24,d:21,d:17,d:2,d:24
1285167,1285167,3,h:789646,d:18,d:22,d:48,d:1,d:63
1254759,1254759,1,h:64,d:27,d:18,d:268,d:2,d:388
1254759,1254759,1,h:4084,d:27,d:21,d:268,d:2,d:388
1685931,1685931,1,h:46717,d:28,d:5,d:32,d:2,d:96
1305367,1305367,1,h:23558,d:30,d:16,d:17,d:2,d:24
1305367,1305367,1,h:23558,d:30,d:22,d:17,d:2,d:24
1305367,1305367,1,h:9822,d:31,d:0,d:17,d:2,d:24
1131638,1131638,3,h:2297,d:16,d:14,d:123,d:2,d:486
1131638,1131638,3,h:46717,d:16,d:17,d:123,d:2,d:486
1305367,1305367,4,h:7284,d:2,d:1,d:17,d:2,d:24
1254759,1254759,4,h:540377,d:2,d:3,d:268,d:2,d:388
1685931,1685931,4,h:46717,d:2,d:4,d:32,d:2,d:96
1685931,1685931,4,h:13909,d:2,d:6,d:32,d:2,d:96
1254759,1254759,4,h:540377,d:3,d:13,d:268,d:2,d:388
1685931,1685931,4,h:11138,d:11,d:21,d:32,d:2,d:96
1306778,1306778,12,h:819,d:9,d:1,d:151,d:1,d:219
1346634,1346634,12,h:1344,d:9,d:4,d:150,d:1,d:436
1346634,1346634,12,h:17449,d:9,d:6,d:150,d:1,d:436
1152452,1152452,12,h:117499,d:11,d:22,d:17,d:2,d:66
1346634,1346634,12,h:51403,d:10,d:21,d:150,d:1,d:436
1346634,1346634,12,h:197537,d:11,d:6,d:150,d:1,d:436
1254456,1254456,12,h:5324,d:11,d:19,d:251,d:2,d:367
1254456,1254456,12,h:50722,d:25,d:17,d:251,d:2,d:367
1254456,1254456,12,h:158810,d:25,d:20,d:251,d:2,d:367
1254456,1254456,12,h:9310,d:12,d:16,d:251,d:2,d:367
1306778,1306778,12,h:259589,d:12,d:23,d:151,d:1,d:219
1254456,1254456,12,h:16098,d:26,d:0,d:251,d:2,d:367
1152452,1152452,12,h:3457,d:23,d:5,d:17,d:2,d:66
1122061,1122061,12,h:77340,d:23,d:17,d:32,d:2,d:38
1306778,1306778,12,h:259589,d:24,d:5,d:151,d:1,d:219
1306778,1306778,12,h:7620,d:24,d:12,d:151,d:1,d:219
1152452,1152452,12,h:17202,d:26,d:14,d:17,d:2,d:66
1152452,1152452,12,h:834,d:27,d:0,d:17,d:2,d:66
1014565,1014565,1,h:280373,d:23,d:16,d:32,d:2,d:329
1306778,1306778,3,h:259589,d:18,d:18,d:151,d:1,d:219
1346634,1346634,1,h:10936,d:23,d:23,d:150,d:1,d:436
1254456,1254456,3,h:28192,d:18,d:19,d:251,d:2,d:367
1067253,1067253,1,h:142569,d:23,d:23,d:16,d:1,d:18
1949675,1949675,3,h:279130,d:18,d:19,d:324,d:5,d:487
1254456,1254456,3,h:60,d:18,d:23,d:251,d:2,d:367
1254456,1254456,3,h:28192,d:19,d:0,d:251,d:2,d:367
1306778,1306778,1,h:259589,d:25,d:23,d:151,d:1,d:219
1254456,1254456,3,h:28192,d:19,d:2,d:251,d:2,d:367
1014565,1014565,1,h:47981,d:26,d:18,d:32,d:2,d:329
1067253,1067253,1,h:5222,d:26,d:17,d:16,d:1,d:18
1067253,1067253,1,h:9822,d:27,d:0,d:16,d:1,d:18
1346634,1346634,3,h:10936,d:19,d:11,d:150,d:1,d:436
1152452,1152452,3,h:8595,d:19,d:13,d:17,d:2,d:66
1254456,1254456,3,h:162194,d:19,d:13,d:251,d:2,d:367
1014565,1014565,1,h:146740,d:28,d:15,d:32,d:2,d:329
1949675,1949675,3,h:4432,d:19,d:18,d:324,d:5,d:487
1067253,1067253,3,h:5222,d:19,d:19,d:16,d:1,d:18
1122061,1122061,1,h:280350,d:30,d:2,d:32,d:2,d:38
1152452,1152452,1,h:5776,d:31,d:13,d:17,d:2,d:66
1949675,1949675,3,h:7491,d:19,d:23,d:324,d:5,d:487
1254456,1254456,3,h:18006,d:20,d:0,d:251,d:2,d:367
1306778,1306778,3,h:259589,d:16,d:15,d:151,d:1,d:219
1949675,1949675,3,h:279130,d:16,d:19,d:324,d:5,d:487
1122061,1122061,3,h:13909,d:16,d:21,d:32,d:2,d:38
1306778,1306778,3,h:819,d:16,d:23,d:151,d:1,d:219
1306778,1306778,3,h:259589,d:17,d:23,d:151,d:1,d:219
1949675,1949675,3,h:230979,d:17,d:23,d:324,d:5,d:487
1067253,1067253,3,h:994204,d:18,d:6,d:16,d:1,d:18
1346634,1346634,3,h:10936,d:30,d:13,d:150,d:1,d:436
1306778,1306778,3,h:819,d:30,d:16,d:151,d:1,d:219
1014565,1014565,3,h:11138,d:31,d:16,d:32,d:2,d:329
1014565,1014565,3,h:11138,d:31,d:16,d:32,d:2,d:329
1306778,1306778,4,h:819,d:1,d:18,d:151,d:1,d:219
1122061,1122061,4,h:3104,d:1,d:20,d:32,d:2,d:38
1152452,1152452,4,h:90472,d:1,d:23,d:17,d:2,d:66
1122061,1122061,4,h:47021,d:2,d:0,d:32,d:2,d:38
1346634,1346634,4,h:10936,d:3,d:17,d:150,d:1,d:436
1014565,1014565,4,h:11138,d:7,d:1,d:32,d:2,d:329
1045859,1045859,12,h:414525,d:9,d:2,d:325,d:2,d:488
1139118,1139118,3,h:7489,d:18,d:10,d:279,d:2,d:407
1038453,1038453,12,h:17102,d:9,d:16,d:23,d:1,d:489
1126637,1126637,12,h:782,d:9,d:1,d:17,d:2,d:19
1155065,1155065,12,h:1028,d:10,d:20,d:48,d:1,d:63
1229286,1229286,12,h:121766,d:11,d:23,d:326,d:2,d:490
1065914,1065914,12,h:84089,d:10,d:23,d:32,d:2,d:38
1229286,1229286,12,h:9310,d:11,d:14,d:326,d:2,d:490
1155065,1155065,12,h:821,d:12,d:3,d:48,d:1,d:63
1065914,1065914,12,h:84089,d:11,d:17,d:32,d:2,d:38
1065914,1065914,12,h:84089,d:25,d:16,d:32,d:2,d:38
1229286,1229286,12,h:7284,d:11,d:21,d:326,d:2,d:490
1064244,1064244,12,h:138770,d:25,d:19,d:97,d:2,d:491
1139118,1139118,3,h:13909,d:18,d:14,d:279,d:2,d:407
1311861,1311861,12,h:694649,d:11,d:20,d:327,d:2,d:492
1190988,1190988,12,h:47860,d:12,d:4,d:12,d:1,d:204
1045859,1045859,12,h:5222,d:12,d:19,d:325,d:2,d:488
1064244,1064244,12,h:253482,d:25,d:21,d:97,d:2,d:491
1229286,1229286,12,h:9310,d:13,d:21,d:326,d:2,d:490
1311861,1311861,12,h:11138,d:13,d:22,d:327,d:2,d:492
1311861,1311861,12,h:28304,d:14,d:2,d:327,d:2,d:492
1126637,1126637,12,h:56918,d:26,d:0,d:17,d:2,d:19
1126637,1126637,12,h:16093,d:14,d:15,d:17,d:2,d:19
1064244,1064244,12,h:17689,d:26,d:2,d:97,d:2,d:491
1311861,1311861,12,h:11138,d:23,d:14,d:327,d:2,d:492
1155065,1155065,12,h:7620,d:23,d:14,d:48,d:1,d:63
1311861,1311861,12,h:5222,d:23,d:18,d:327,d:2,d:492
1252534,1252534,12,h:51712,d:26,d:9,d:32,d:2,d:38
1083660,1083660,12,h:7284,d:23,d:20,d:118,d:2,d:167
1155065,1155065,12,h:2964,d:23,d:21,d:48,d:1,d:63
1155065,1155065,12,h:23558,d:24,d:3,d:48,d:1,d:63
1045859,1045859,12,h:468801,d:24,d:3,d:325,d:2,d:488
1065914,1065914,12,h:260412,d:24,d:7,d:32,d:2,d:38
1064244,1064244,12,h:9310,d:24,d:12,d:97,d:2,d:491
1064244,1064244,12,h:7284,d:24,d:16,d:97,d:2,d:491
1252534,1252534,12,h:60,d:26,d:15,d:32,d:2,d:38
1038453,1038453,12,h:233842,d:24,d:21,d:23,d:1,d:489
1065914,1065914,12,h:162935,d:25,d:3,d:32,d:2,d:38
1038453,1038453,12,h:5222,d:27,d:2,d:23,d:1,d:489
1252534,1252534,12,h:38137,d:27,d:2,d:32,d:2,d:38
1311861,1311861,1,h:11138,d:23,d:18,d:327,d:2,d:492
1143597,1143597,1,h:5222,d:23,d:19,d:11,d:1,d:11
1126637,1126637,1,h:3317,d:23,d:18,d:17,d:2,d:19
1143597,1143597,1,h:11195,d:24,d:2,d:11,d:1,d:11
1155065,1155065,1,h:1028,d:24,d:1,d:48,d:1,d:63
1083660,1083660,1,h:168945,d:24,d:1,d:118,d:2,d:167
1097676,1097676,1,h:4432,d:24,d:5,d:2,d:1,d:43
1097676,1097676,1,h:9822,d:24,d:9,d:2,d:1,d:43
1041129,1041129,3,h:44209,d:18,d:23,d:35,d:2,d:42
1064244,1064244,3,h:36010,d:18,d:23,d:97,d:2,d:491
1143597,1143597,1,h:863,d:26,d:3,d:11,d:1,d:11
1196237,1196237,1,h:84899,d:26,d:15,d:220,d:1,d:493
1041129,1041129,3,h:389,d:19,d:2,d:35,d:2,d:42
1196237,1196237,1,h:60,d:26,d:17,d:220,d:1,d:493
1143597,1143597,1,h:11195,d:26,d:17,d:11,d:1,d:11
1196237,1196237,1,h:86326,d:26,d:21,d:220,d:1,d:493
1045859,1045859,1,h:7489,d:26,d:22,d:325,d:2,d:488
1064244,1064244,1,h:9310,d:26,d:23,d:97,d:2,d:491
1143597,1143597,1,h:5222,d:27,d:1,d:11,d:1,d:11
1311861,1311861,1,h:32679,d:27,d:3,d:327,d:2,d:492
1041129,1041129,3,h:60,d:19,d:12,d:35,d:2,d:42
1872678,1872678,1,h:318,d:27,d:20,d:261,d:2,d:379
1038453,1038453,1,h:4700,d:28,d:5,d:23,d:1,d:489
1065914,1065914,1,h:84089,d:28,d:15,d:32,d:2,d:38
1041129,1041129,3,h:28304,d:19,d:17,d:35,d:2,d:42
1097676,1097676,1,h:420,d:29,d:4,d:2,d:1,d:43
1872678,1872678,3,h:1110864,d:19,d:18,d:261,d:2,d:379
1196237,1196237,1,h:86326,d:29,d:18,d:220,d:1,d:493
1252534,1252534,1,h:47021,d:30,d:1,d:32,d:2,d:38
1196237,1196237,1,h:12004,d:30,d:1,d:220,d:1,d:493
1196237,1196237,1,h:84899,d:30,d:3,d:220,d:1,d:493
1311861,1311861,1,h:32679,d:30,d:13,d:327,d:2,d:492
1143597,1143597,1,h:5222,d:30,d:14,d:11,d:1,d:11
1190988,1190988,3,h:194223,d:5,d:21,d:12,d:1,d:204
1001549,1001549,3,h:62528,d:5,d:20,d:166,d:2,d:241
1252534,1252534,3,h:5222,d:16,d:16,d:32,d:2,d:38
1872678,1872678,3,h:12004,d:16,d:16,d:261,d:2,d:379
1045859,1045859,3,h:23558,d:16,d:18,d:325,d:2,d:488
1872678,1872678,3,h:3104,d:16,d:23,d:261,d:2,d:379
1064244,1064244,3,h:2031,d:17,d:3,d:97,d:2,d:491
1083660,1083660,3,h:38424,d:17,d:2,d:118,d:2,d:167
1126637,1126637,3,h:32842,d:17,d:6,d:17,d:2,d:19
1041129,1041129,3,h:60,d:17,d:16,d:35,d:2,d:42
1143597,1143597,3,h:2966,d:17,d:17,d:11,d:1,d:11
1139118,1139118,3,h:160081,d:23,d:14,d:279,d:2,d:407
1038453,1038453,3,h:49266,d:17,d:23,d:23,d:1,d:489
1190988,1190988,3,h:18012,d:23,d:16,d:12,d:1,d:204
1872678,1872678,3,h:12004,d:23,d:17,d:261,d:2,d:379
1041129,1041129,3,h:630290,d:18,d:7,d:35,d:2,d:42
1064244,1064244,3,h:7284,d:23,d:18,d:97,d:2,d:491
1038453,1038453,3,h:280373,d:24,d:22,d:23,d:1,d:489
1001549,1001549,3,h:9310,d:30,d:19,d:166,d:2,d:241
1064244,1064244,3,h:9310,d:30,d:22,d:97,d:2,d:491
1041129,1041129,4,h:32163,d:1,d:3,d:35,d:2,d:42
1038453,1038453,4,h:280373,d:1,d:15,d:23,d:1,d:489
1097676,1097676,4,h:670052,d:1,d:20,d:2,d:1,d:43
1038453,1038453,4,h:5222,d:2,d:0,d:23,d:1,d:489
1041129,1041129,4,h:32679,d:2,d:2,d:35,d:2,d:42
1872678,1872678,4,h:32679,d:2,d:12,d:261,d:2,d:379
1872678,1872678,4,h:86326,d:2,d:15,d:261,d:2,d:379
1190988,1190988,4,h:64,d:2,d:17,d:12,d:1,d:204
1190988,1190988,4,h:28304,d:2,d:20,d:12,d:1,d:204
1139118,1139118,4,h:7489,d:7,d:11,d:279,d:2,d:407
1001549,1001549,4,h:9310,d:12,d:1,d:166,d:2,d:241
1045859,1045859,4,h:13909,d:12,d:21,d:325,d:2,d:488
1229286,1229286,4,h:9310,d:13,d:0,d:326,d:2,d:490
1115694,1115694,12,h:48997,d:8,d:22,d:17,d:2,d:460
1111033,1111033,12,h:10935,d:10,d:4,d:11,d:1,d:494
1142098,1142098,12,h:319221,d:10,d:8,d:49,d:2,d:64
1111033,1111033,12,h:10935,d:9,d:7,d:11,d:1,d:494
1142098,1142098,12,h:60,d:11,d:23,d:49,d:2,d:64
1142098,1142098,12,h:389,d:10,d:16,d:49,d:2,d:64
1111033,1111033,12,h:10935,d:10,d:18,d:11,d:1,d:494
1111033,1111033,12,h:5222,d:12,d:0,d:11,d:1,d:494
1037551,1037551,12,h:208366,d:11,d:8,d:12,d:1,d:121
1142098,1142098,12,h:9884,d:11,d:21,d:49,d:2,d:64
1111033,1111033,12,h:215849,d:11,d:19,d:11,d:1,d:494
1142098,1142098,12,h:11195,d:12,d:5,d:49,d:2,d:64
1144767,1144767,12,h:16091,d:12,d:12,d:113,d:2,d:159
1000159,1000159,12,h:264329,d:13,d:3,d:34,d:2,d:41
1037551,1037551,12,h:10935,d:13,d:22,d:12,d:1,d:121
1285769,1285769,3,h:135391,d:18,d:16,d:328,d:1,d:495
1115694,1115694,12,h:10100,d:23,d:2,d:17,d:2,d:460
1037551,1037551,12,h:52602,d:23,d:8,d:12,d:1,d:121
1115694,1115694,12,h:7558,d:23,d:17,d:17,d:2,d:460
1009088,1009088,12,h:10935,d:23,d:19,d:329,d:36,d:496
1115694,1115694,12,h:16098,d:23,d:20,d:17,d:2,d:460
1009088,1009088,12,h:10935,d:24,d:15,d:329,d:36,d:496
1009088,1009088,12,h:215849,d:24,d:15,d:329,d:36,d:496
1009088,1009088,12,h:10935,d:24,d:17,d:329,d:36,d:496
1009088,1009088,12,h:67574,d:24,d:19,d:329,d:36,d:496
1285769,1285769,12,h:61002,d:25,d:6,d:328,d:1,d:495
1144767,1144767,1,h:318,d:23,d:17,d:113,d:2,d:159
1144767,1144767,1,h:11195,d:27,d:0,d:113,d:2,d:159
1037551,1037551,3,h:2297,d:19,d:18,d:12,d:1,d:121
1144767,1144767,1,h:11195,d:30,d:14,d:113,d:2,d:159
1195288,1195288,3,h:116235,d:19,d:21,d:18,d:1,d:20
1037551,1037551,3,h:10935,d:5,d:20,d:12,d:1,d:121
1144767,1144767,3,h:280373,d:20,d:0,d:113,d:2,d:159
1037551,1037551,3,h:7620,d:16,d:10,d:12,d:1,d:121
1037551,1037551,3,h:11195,d:16,d:16,d:12,d:1,d:121
1037551,1037551,3,h:2297,d:16,d:20,d:12,d:1,d:121
1285769,1285769,3,h:685932,d:16,d:21,d:328,d:1,d:495
1037551,1037551,3,h:7620,d:20,d:5,d:12,d:1,d:121
1285769,1285769,3,h:113470,d:17,d:1,d:328,d:1,d:495
1285769,1285769,3,h:387983,d:17,d:20,d:328,d:1,d:495
1115694,1115694,3,h:34538,d:24,d:17,d:17,d:2,d:460
1000159,1000159,4,h:15889,d:2,d:17,d:34,d:2,d:41
1000159,1000159,4,h:2297,d:2,d:21,d:34,d:2,d:41
1195288,1195288,4,h:4432,d:11,d:15,d:18,d:1,d:20
1195288,1195288,4,h:11138,d:11,d:18,d:18,d:1,d:20
1195288,1195288,4,h:4432,d:12,d:22,d:18,d:1,d:20
1144767,1144767,4,h:5222,d:13,d:3,d:113,d:2,d:159
1128705,1128705,12,h:4202,d:11,d:22,d:330,d:2,d:497
1324668,1324668,12,h:29488,d:9,d:1,d:17,d:2,d:125
1346263,1346263,12,h:2964,d:9,d:4,d:17,d:2,d:44
1244483,1244483,12,h:11138,d:8,d:23,d:241,d:7,d:498
1128705,1128705,12,h:9310,d:12,d:0,d:330,d:2,d:497
1324668,1324668,12,h:50547,d:10,d:23,d:17,d:2,d:125
1324668,1324668,12,h:61537,d:25,d:15,d:17,d:2,d:125
1128705,1128705,12,h:5222,d:12,d:5,d:330,d:2,d:497
1324668,1324668,3,h:50547,d:18,d:14,d:17,d:2,d:125
1034118,1034118,12,h:47596,d:12,d:11,d:292,d:2,d:429
1034118,1034118,12,h:2297,d:12,d:13,d:292,d:2,d:429
1034118,1034118,12,h:2297,d:12,d:13,d:292,d:2,d:429
1324668,1324668,12,h:61537,d:12,d:17,d:17,d:2,d:125
1128705,1128705,12,h:5222,d:13,d:20,d:330,d:2,d:497
1128705,1128705,12,h:4202,d:14,d:2,d:330,d:2,d:497
1244483,1244483,12,h:11138,d:14,d:14,d:241,d:7,d:498
1324668,1324668,12,h:50547,d:26,d:1,d:17,d:2,d:125
1088043,1088043,4,h:70838,d:1,d:1,d:331,d:2,d:499
1701272,1701272,12,h:11195,d:24,d:17,d:4,d:2,d:4
1303395,1303395,12,h:1108528,d:24,d:15,d:2,d:1,d:49
1088043,1088043,12,h:164510,d:24,d:17,d:331,d:2,d:499
1324668,1324668,12,h:61537,d:24,d:16,d:17,d:2,d:125
1310445,1310445,12,h:3104,d:24,d:20,d:332,d:2,d:500
1310445,1310445,12,h:3104,d:27,d:1,d:332,d:2,d:500
1324668,1324668,1,h:61537,d:23,d:17,d:17,d:2,d:125
1346263,1346263,1,h:9310,d:23,d:20,d:17,d:2,d:44
1244483,1244483,1,h:5222,d:23,d:23,d:241,d:7,d:498
1253662,1253662,1,h:2297,d:24,d:0,d:333,d:2,d:501
1346263,1346263,1,h:2964,d:24,d:2,d:17,d:2,d:44
1324668,1324668,1,h:294143,d:24,d:2,d:17,d:2,d:125
1253662,1253662,3,h:562,d:18,d:22,d:333,d:2,d:501
1244483,1244483,1,h:5222,d:25,d:16,d:241,d:7,d:498
1324668,1324668,1,h:33767,d:25,d:17,d:17,d:2,d:125
1244483,1244483,1,h:11138,d:25,d:21,d:241,d:7,d:498
1244483,1244483,1,h:11195,d:26,d:2,d:241,d:7,d:498
1303395,1303395,3,h:1108528,d:18,d:23,d:2,d:1,d:49
1253662,1253662,3,h:154703,d:19,d:2,d:333,d:2,d:501
1253662,1253662,1,h:2297,d:26,d:18,d:333,d:2,d:501
1153983,1153983,3,h:441988,d:19,d:3,d:18,d:1,d:20
1253662,1253662,1,h:64,d:26,d:23,d:333,d:2,d:501
1034118,1034118,1,h:2297,d:27,d:0,d:292,d:2,d:429
1088043,1088043,1,h:11195,d:27,d:2,d:331,d:2,d:499
1310445,1310445,1,h:3104,d:27,d:16,d:332,d:2,d:500
1701272,1701272,1,h:16436,d:27,d:17,d:4,d:2,d:4
1701272,1701272,1,h:7284,d:27,d:21,d:4,d:2,d:4
1310445,1310445,1,h:76158,d:27,d:20,d:332,d:2,d:500
1244483,1244483,3,h:11138,d:19,d:14,d:241,d:7,d:498
1701272,1701272,1,h:7562,d:28,d:2,d:4,d:2,d:4
1034118,1034118,3,h:32679,d:19,d:16,d:292,d:2,d:429
1324668,1324668,1,h:92836,d:28,d:22,d:17,d:2,d:125
1701272,1701272,1,h:64,d:29,d:22,d:4,d:2,d:4
1324668,1324668,3,h:41421,d:19,d:20,d:17,d:2,d:125
1310445,1310445,1,h:3104,d:30,d:2,d:332,d:2,d:500
1253662,1253662,3,h:154703,d:19,d:18,d:333,d:2,d:501
1034118,1034118,1,h:2297,d:30,d:12,d:292,d:2,d:429
1253662,1253662,1,h:191923,d:30,d:21,d:333,d:2,d:501
1253662,1253662,1,h:64,d:31,d:2,d:333,d:2,d:501
1034118,1034118,3,h:9310,d:19,d:21,d:292,d:2,d:429
1346263,1346263,3,h:4432,d:20,d:2,d:17,d:2,d:44
1253662,1253662,3,h:60,d:20,d:2,d:333,d:2,d:501
1346263,1346263,3,h:103165,d:20,d:4,d:17,d:2,d:44
1088043,1088043,3,h:11195,d:16,d:22,d:331,d:2,d:499
1253662,1253662,3,h:64,d:20,d:6,d:333,d:2,d:501
1303395,1303395,3,h:389,d:17,d:17,d:2,d:1,d:49
1303395,1303395,3,h:60,d:18,d:0,d:2,d:1,d:49
1310445,1310445,3,h:3104,d:23,d:16,d:332,d:2,d:500
1153983,1153983,3,h:16436,d:24,d:14,d:18,d:1,d:20
1088043,1088043,4,h:28304,d:1,d:20,d:331,d:2,d:499
1253662,1253662,4,h:4689,d:2,d:10,d:333,d:2,d:501
1253662,1253662,4,h:2297,d:2,d:14,d:333,d:2,d:501
1346263,1346263,4,h:2964,d:2,d:17,d:17,d:2,d:44
1153983,1153983,4,h:945685,d:2,d:23,d:18,d:1,d:20
1346263,1346263,4,h:7620,d:3,d:0,d:17,d:2,d:44
1346263,1346263,4,h:1110864,d:6,d:18,d:17,d:2,d:44
1324668,1324668,4,h:9822,d:7,d:12,d:17,d:2,d:125
1153983,1153983,4,h:837039,d:11,d:14,d:18,d:1,d:20
1208263,1208263,12,h:73748,d:11,d:4,d:116,d:2,d:332
1208263,1208263,12,h:16098,d:12,d:23,d:116,d:2,d:332
1275429,1275429,12,h:7489,d:25,d:23,d:334,d:2,d:502
1325777,1325777,12,h:62528,d:14,d:10,d:166,d:2,d:241
1325777,1325777,12,h:7489,d:14,d:13,d:166,d:2,d:241
1275429,1275429,12,h:2297,d:23,d:14,d:334,d:2,d:502
1275429,1275429,12,h:618709,d:24,d:0,d:334,d:2,d:502
1692149,1692149,12,h:32163,d:24,d:11,d:48,d:1,d:63
1692149,1692149,12,h:3104,d:24,d:15,d:48,d:1,d:63
1208263,1208263,12,h:17702,d:27,d:13,d:116,d:2,d:332
1208263,1208263,1,h:16098,d:23,d:23,d:116,d:2,d:332
1325777,1325777,3,h:62528,d:19,d:21,d:166,d:2,d:241
1275429,1275429,3,h:16642,d:5,d:22,d:334,d:2,d:502
1208263,1208263,3,h:16098,d:5,d:23,d:116,d:2,d:332
1275429,1275429,3,h:11899,d:30,d:22,d:334,d:2,d:502
1275429,1275429,4,h:54603,d:1,d:15,d:334,d:2,d:502
1275429,1275429,4,h:16642,d:1,d:21,d:334,d:2,d:502
1692149,1692149,4,h:7620,d:6,d:14,d:48,d:1,d:63
