[INFO ] 2017-09-29 14:50:16,568 -- WorkingPath: /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/CARSKit.Workspace/
[INFO ] 2017-09-29 14:50:16,581 -- Your original rating data path: /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/ratings.txt
[INFO ] 2017-09-29 14:50:16,581 -- Current working path: /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/CARSKit.Workspace/
[WARN ] 2017-09-29 14:50:16,584 -- You rating data is in Compact format. CARSKit is working on transformation on the data format...
[INFO ] 2017-09-29 14:50:16,793 -- Data transformaton completed (from Compact to Binary format). See new rating file: /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/CARSKit.Workspace/ratings_binary.txt
[INFO ] 2017-09-29 14:50:16,813 -- Dataset: ...ARSKit.Workspace/ratings_binary.txt
[INFO ] 2017-09-29 14:50:16,815 -- DataPath: /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/CARSKit.Workspace/ratings_binary.txt
[INFO ] 2017-09-29 14:50:17,033 -- Rating data set has been successfully loaded.
[INFO ] 2017-09-29 14:50:17,052 -- 
/*********************************************************************************************************************
 *
 * Dataset: /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/CARSKit.Workspace/ratings_binary.txt
 * 
 * Statistics of U-I-C Matrix:
 * User amount: 97
 * Item amount: 79
 * Rate amount: 5035
 * Context dimensions: 3 (companion, location, time)
 * Context conditions: 10 (companion: 4, location: 3, time: 3)
 * Context situations: 13
 * Data density: 1.82297330607391930000%
 * Scale distribution: [2.0 x 625, 4.0 x 1209, 1.0 x 829, 5.0 x 1367, 3.0 x 1005]
 * Average value of all ratings: 3.329688
 * Standard deviation of all ratings: 1.414732
 * Mode of all rating values: 5.000000
 * Median of all rating values: 4.000000
 *
 *********************************************************************************************************************/
[INFO ] 2017-09-29 14:50:17,057 -- With Setup: cv -k 2 -p on --rand-seed 1 --test-view all
[DEBUG] 2017-09-29 14:50:17,082 -- Fold [1]: training amount: 2514, test amount: 2515
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: companion:alone
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: companion:family
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: companion:na
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: companion:partner
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: location:cinema
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: location:home
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: location:na
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: time:na
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: time:weekday
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: time:weekend
[DEBUG] 2017-09-29 14:50:17,250 -- Começada a execução do modelo inteiro do fold 1
[DEBUG] 2017-09-29 14:50:17,254 -- Fold [1]: training amount: 1257, test amount: 1257
[DEBUG] 2017-09-29 14:50:56,065 -- BPR fold [12] iter 198: loss = 1626.1305, delta_loss = -38.779617, learn_rate = 1.0768383E-25
[DEBUG] 2017-09-29 14:50:56,071 -- BPR fold [12] iter 199: loss = 1598.2163, delta_loss = 27.914114, learn_rate = 5.3841914E-26
[DEBUG] 2017-09-29 14:50:56,079 -- BPR fold [12] iter 200: loss = 1571.8674, delta_loss = 26.348951, learn_rate = 5.6534006E-26
[DEBUG] 2017-09-29 14:50:56,079 -- BPR fold [12] evaluate test data ... 
[DEBUG] 2017-09-29 14:50:56,082 -- BPR fold [12] has candidate items: 78
[DEBUG] 2017-09-29 14:50:56,315 -- BPR fold [12] has writeen item recommendations to /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/CARSKit.Workspace/BPR-top-10-items fold [12].txt
[DEBUG] 2017-09-29 14:50:56,316 -- BPR fold [12]: Pre1: 0.132622, Pre3: 0.133922, Pre5: 0.121394, Pre10: 0.099678, Rec1: 0.053211, Rec3: 0.157620, Rec5: 0.243428, Rec10: 0.381214, F11: 0.068704, F13: 0.144925, F15: 0.151177, F110: 0.150219, AUC: 0.778541, MAP1: 0.053211, MAP3: 0.103002, MAP5: 0.127870, MAP10: 0.153397, NDCG: 0.246054, MRR: 0.274311	Time: 00:01, 00:00
[INFO ] 2017-09-29 14:50:56,338 -- Número de segmentos após o innerCrossfold: 7
[WARN ] 2017-09-29 14:50:56,339 -- DaVI-all is going to be used
[DEBUG] 2017-09-29 14:50:56,408 -- DaVIBest-BPR iter 1: loss = 6447.229, delta_loss = -6447.229, learn_rate = 0.002
[DEBUG] 2017-09-29 14:50:56,414 -- DaVIBest-BPR iter 2: loss = 5554.6636, delta_loss = 892.5651, learn_rate = 0.002
[DEBUG] 2017-09-29 14:50:56,420 -- DaVIBest-BPR iter 3: loss = 5095.2236, delta_loss = 459.44006, learn_rate = 0.0021000002
[DEBUG] 2017-09-29 14:50:56,432 -- DaVIBest-BPR iter 4: loss = 4849.7773, delta_loss = 245.44629, learn_rate = 0.002205
[DEBUG] 2017-09-29 14:50:56,441 -- DaVIBest-BPR iter 5: loss = 4629.0527, delta_loss = 220.72444, learn_rate = 0.0023152502
[DEBUG] 2017-09-29 14:50:56,449 -- DaVIBest-BPR iter 6: loss = 4550.0015, delta_loss = 79.05156, learn_rate = 0.0024310127
[DEBUG] 2017-09-29 14:50:56,455 -- DaVIBest-BPR iter 7: loss = 4477.3696, delta_loss = 72.63165, learn_rate = 0.0025525633
[DEBUG] 2017-09-29 14:50:56,464 -- DaVIBest-BPR iter 8: loss = 4398.0654, delta_loss = 79.30431, learn_rate = 0.0026801913
[DEBUG] 2017-09-29 14:50:56,471 -- DaVIBest-BPR iter 9: loss = 4358.4907, delta_loss = 39.574776, learn_rate = 0.002814201
[DEBUG] 2017-09-29 14:50:56,478 -- DaVIBest-BPR iter 10: loss = 4200.5713, delta_loss = 157.91936, learn_rate = 0.002954911
[DEBUG] 2017-09-29 14:50:56,484 -- DaVIBest-BPR iter 11: loss = 4240.055, delta_loss = -39.483833, learn_rate = 0.0031026567
[DEBUG] 2017-09-29 14:50:56,493 -- DaVIBest-BPR iter 12: loss = 4236.405, delta_loss = 3.6501346, learn_rate = 0.0015513283
[DEBUG] 2017-09-29 14:50:56,499 -- DaVIBest-BPR iter 13: loss = 4104.5005, delta_loss = 131.90445, learn_rate = 0.0016288947
[DEBUG] 2017-09-29 14:50:56,506 -- DaVIBest-BPR iter 14: loss = 4109.265, delta_loss = -4.764449, learn_rate = 0.0017103394
[DEBUG] 2017-09-29 14:50:56,512 -- DaVIBest-BPR iter 15: loss = 4120.281, delta_loss = -11.016018, learn_rate = 8.551697E-4
[DEBUG] 2017-09-29 14:50:56,518 -- DaVIBest-BPR iter 16: loss = 4088.768, delta_loss = 31.512947, learn_rate = 4.2758486E-4
[DEBUG] 2017-09-29 14:50:56,527 -- DaVIBest-BPR iter 17: loss = 4082.3423, delta_loss = 6.4256716, learn_rate = 4.489641E-4
[DEBUG] 2017-09-29 14:50:56,537 -- DaVIBest-BPR iter 18: loss = 4027.1167, delta_loss = 55.225758, learn_rate = 4.7141232E-4
[DEBUG] 2017-09-29 14:50:56,547 -- DaVIBest-BPR iter 19: loss = 4005.9944, delta_loss = 21.122282, learn_rate = 4.9498293E-4
[DEBUG] 2017-09-29 14:50:56,554 -- DaVIBest-BPR iter 20: loss = 4034.0747, delta_loss = -28.080458, learn_rate = 5.197321E-4
[DEBUG] 2017-09-29 14:50:56,565 -- DaVIBest-BPR iter 21: loss = 4040.491, delta_loss = -6.416054, learn_rate = 2.5986604E-4
[DEBUG] 2017-09-29 14:50:56,570 -- DaVIBest-BPR iter 22: loss = 4065.0886, delta_loss = -24.597738, learn_rate = 1.2993302E-4
[DEBUG] 2017-09-29 14:50:56,575 -- DaVIBest-BPR iter 23: loss = 4004.7927, delta_loss = 60.295902, learn_rate = 6.496651E-5
[DEBUG] 2017-09-29 14:50:56,581 -- DaVIBest-BPR iter 24: loss = 4118.732, delta_loss = -113.9394, learn_rate = 6.821483E-5
[DEBUG] 2017-09-29 14:50:56,588 -- DaVIBest-BPR iter 25: loss = 4069.99, delta_loss = 48.742046, learn_rate = 3.4107416E-5
[DEBUG] 2017-09-29 14:50:56,600 -- DaVIBest-BPR iter 26: loss = 4002.66, delta_loss = 67.33024, learn_rate = 3.5812787E-5
[DEBUG] 2017-09-29 14:50:56,609 -- DaVIBest-BPR iter 27: loss = 4041.856, delta_loss = -39.19607, learn_rate = 3.7603426E-5
[DEBUG] 2017-09-29 14:50:56,617 -- DaVIBest-BPR iter 28: loss = 3968.9832, delta_loss = 72.872604, learn_rate = 1.8801713E-5
[DEBUG] 2017-09-29 14:50:56,625 -- DaVIBest-BPR iter 29: loss = 4144.0522, delta_loss = -175.06898, learn_rate = 1.97418E-5
[DEBUG] 2017-09-29 14:50:56,631 -- DaVIBest-BPR iter 30: loss = 4105.802, delta_loss = 38.25072, learn_rate = 9.8709E-6
[DEBUG] 2017-09-29 14:50:56,636 -- DaVIBest-BPR iter 31: loss = 3970.227, delta_loss = 135.57454, learn_rate = 1.0364444E-5
[DEBUG] 2017-09-29 14:50:56,643 -- DaVIBest-BPR iter 32: loss = 4045.4607, delta_loss = -75.233765, learn_rate = 1.0882667E-5
[DEBUG] 2017-09-29 14:50:56,650 -- DaVIBest-BPR iter 33: loss = 4026.356, delta_loss = 19.104773, learn_rate = 5.4413335E-6
[DEBUG] 2017-09-29 14:50:56,656 -- DaVIBest-BPR iter 34: loss = 3982.979, delta_loss = 43.37688, learn_rate = 5.7134002E-6
[DEBUG] 2017-09-29 14:50:56,672 -- DaVIBest-BPR iter 35: loss = 4014.1887, delta_loss = -31.209562, learn_rate = 5.9990703E-6
[DEBUG] 2017-09-29 14:50:56,680 -- DaVIBest-BPR iter 36: loss = 4053.8674, delta_loss = -39.678825, learn_rate = 2.9995351E-6
[DEBUG] 2017-09-29 14:50:56,688 -- DaVIBest-BPR iter 37: loss = 3954.3052, delta_loss = 99.56224, learn_rate = 1.4997676E-6
[DEBUG] 2017-09-29 14:50:56,697 -- DaVIBest-BPR iter 38: loss = 3977.2056, delta_loss = -22.900295, learn_rate = 1.5747559E-6
[DEBUG] 2017-09-29 14:50:56,704 -- DaVIBest-BPR iter 39: loss = 4037.1123, delta_loss = -59.906708, learn_rate = 7.873779E-7
[DEBUG] 2017-09-29 14:50:56,711 -- DaVIBest-BPR iter 40: loss = 4063.563, delta_loss = -26.450796, learn_rate = 3.9368896E-7
[DEBUG] 2017-09-29 14:50:56,716 -- DaVIBest-BPR iter 41: loss = 3979.1628, delta_loss = 84.40013, learn_rate = 1.9684448E-7
[DEBUG] 2017-09-29 14:50:56,721 -- DaVIBest-BPR iter 42: loss = 4075.987, delta_loss = -96.82411, learn_rate = 2.066867E-7
[DEBUG] 2017-09-29 14:50:56,729 -- DaVIBest-BPR iter 43: loss = 4041.1033, delta_loss = 34.8837, learn_rate = 1.0334335E-7
[DEBUG] 2017-09-29 14:50:56,734 -- DaVIBest-BPR iter 44: loss = 3973.856, delta_loss = 67.24728, learn_rate = 1.0851053E-7
[DEBUG] 2017-09-29 14:50:56,739 -- DaVIBest-BPR iter 45: loss = 4044.1392, delta_loss = -70.28312, learn_rate = 1.1393605E-7
[DEBUG] 2017-09-29 14:50:56,744 -- DaVIBest-BPR iter 46: loss = 4034.0415, delta_loss = 10.097778, learn_rate = 5.6968027E-8
[DEBUG] 2017-09-29 14:50:56,749 -- DaVIBest-BPR iter 47: loss = 4063.3604, delta_loss = -29.31895, learn_rate = 5.981643E-8
[DEBUG] 2017-09-29 14:50:56,755 -- DaVIBest-BPR iter 48: loss = 4049.4524, delta_loss = 13.907895, learn_rate = 2.9908215E-8
[DEBUG] 2017-09-29 14:50:56,768 -- DaVIBest-BPR iter 49: loss = 3972.9995, delta_loss = 76.453, learn_rate = 3.1403623E-8
[DEBUG] 2017-09-29 14:50:56,777 -- DaVIBest-BPR iter 50: loss = 4009.5798, delta_loss = -36.580486, learn_rate = 3.2973805E-8
[DEBUG] 2017-09-29 14:50:56,783 -- DaVIBest-BPR iter 51: loss = 4077.5945, delta_loss = -68.01444, learn_rate = 1.6486903E-8
[DEBUG] 2017-09-29 14:50:56,794 -- DaVIBest-BPR iter 52: loss = 4016.7795, delta_loss = 60.814808, learn_rate = 8.243451E-9
[DEBUG] 2017-09-29 14:50:56,801 -- DaVIBest-BPR iter 53: loss = 4136.465, delta_loss = -119.68515, learn_rate = 8.655624E-9
[DEBUG] 2017-09-29 14:50:56,805 -- DaVIBest-BPR iter 54: loss = 4002.9824, delta_loss = 133.48242, learn_rate = 4.327812E-9
[DEBUG] 2017-09-29 14:50:56,811 -- DaVIBest-BPR iter 55: loss = 4037.4563, delta_loss = -34.474064, learn_rate = 4.5442023E-9
[DEBUG] 2017-09-29 14:50:56,816 -- DaVIBest-BPR iter 56: loss = 4023.7654, delta_loss = 13.690868, learn_rate = 2.2721012E-9
[DEBUG] 2017-09-29 14:50:56,821 -- DaVIBest-BPR iter 57: loss = 4009.8552, delta_loss = 13.910357, learn_rate = 2.3857063E-9
[DEBUG] 2017-09-29 14:50:56,828 -- DaVIBest-BPR iter 58: loss = 3995.332, delta_loss = 14.523102, learn_rate = 2.5049915E-9
[DEBUG] 2017-09-29 14:50:56,833 -- DaVIBest-BPR iter 59: loss = 3960.4192, delta_loss = 34.912758, learn_rate = 2.6302411E-9
[DEBUG] 2017-09-29 14:50:56,838 -- DaVIBest-BPR iter 60: loss = 4041.5283, delta_loss = -81.10903, learn_rate = 2.7617533E-9
[DEBUG] 2017-09-29 14:50:56,846 -- DaVIBest-BPR iter 61: loss = 4038.3943, delta_loss = 3.13396, learn_rate = 1.3808766E-9
[DEBUG] 2017-09-29 14:50:56,854 -- DaVIBest-BPR iter 62: loss = 4088.6714, delta_loss = -50.276913, learn_rate = 1.4499205E-9
[DEBUG] 2017-09-29 14:50:56,869 -- DaVIBest-BPR iter 63: loss = 4092.773, delta_loss = -4.1015844, learn_rate = 7.2496026E-10
[DEBUG] 2017-09-29 14:50:56,877 -- DaVIBest-BPR iter 64: loss = 3977.2598, delta_loss = 115.513176, learn_rate = 3.6248013E-10
[DEBUG] 2017-09-29 14:50:56,883 -- DaVIBest-BPR iter 65: loss = 3994.962, delta_loss = -17.702309, learn_rate = 3.8060413E-10
[DEBUG] 2017-09-29 14:50:56,888 -- DaVIBest-BPR iter 66: loss = 4078.1711, delta_loss = -83.20915, learn_rate = 1.9030207E-10
[DEBUG] 2017-09-29 14:50:56,898 -- DaVIBest-BPR iter 67: loss = 4053.3633, delta_loss = 24.807817, learn_rate = 9.515103E-11
[DEBUG] 2017-09-29 14:50:56,905 -- DaVIBest-BPR iter 68: loss = 4025.8525, delta_loss = 27.510735, learn_rate = 9.990858E-11
[DEBUG] 2017-09-29 14:50:56,912 -- DaVIBest-BPR iter 69: loss = 4036.9297, delta_loss = -11.076986, learn_rate = 1.0490401E-10
[DEBUG] 2017-09-29 14:50:56,917 -- DaVIBest-BPR iter 70: loss = 3999.163, delta_loss = 37.76648, learn_rate = 5.2452005E-11
[DEBUG] 2017-09-29 14:50:56,922 -- DaVIBest-BPR iter 71: loss = 4076.1516, delta_loss = -76.98853, learn_rate = 5.5074605E-11
[DEBUG] 2017-09-29 14:50:56,930 -- DaVIBest-BPR iter 72: loss = 4107.986, delta_loss = -31.834383, learn_rate = 2.7537302E-11
[DEBUG] 2017-09-29 14:50:56,936 -- DaVIBest-BPR iter 73: loss = 4006.1323, delta_loss = 101.85362, learn_rate = 1.3768651E-11
[DEBUG] 2017-09-29 14:50:56,946 -- DaVIBest-BPR iter 74: loss = 4086.3538, delta_loss = -80.22142, learn_rate = 1.4457084E-11
[DEBUG] 2017-09-29 14:50:56,952 -- DaVIBest-BPR iter 75: loss = 4089.508, delta_loss = -3.1543512, learn_rate = 7.228542E-12
[DEBUG] 2017-09-29 14:50:56,960 -- DaVIBest-BPR iter 76: loss = 3959.938, delta_loss = 129.57013, learn_rate = 3.614271E-12
[DEBUG] 2017-09-29 14:50:56,969 -- DaVIBest-BPR iter 77: loss = 4089.2773, delta_loss = -129.33925, learn_rate = 3.7949847E-12
[DEBUG] 2017-09-29 14:50:56,976 -- DaVIBest-BPR iter 78: loss = 3980.6226, delta_loss = 108.65482, learn_rate = 1.8974924E-12
[DEBUG] 2017-09-29 14:50:56,982 -- DaVIBest-BPR iter 79: loss = 4044.0654, delta_loss = -63.443005, learn_rate = 1.992367E-12
[DEBUG] 2017-09-29 14:50:56,987 -- DaVIBest-BPR iter 80: loss = 4064.2876, delta_loss = -20.222065, learn_rate = 9.961835E-13
[DEBUG] 2017-09-29 14:50:56,996 -- DaVIBest-BPR iter 81: loss = 4030.4277, delta_loss = 33.859848, learn_rate = 4.9809175E-13
[DEBUG] 2017-09-29 14:50:57,001 -- DaVIBest-BPR iter 82: loss = 4046.3303, delta_loss = -15.902585, learn_rate = 5.229963E-13
[DEBUG] 2017-09-29 14:50:57,007 -- DaVIBest-BPR iter 83: loss = 4030.0544, delta_loss = 16.275713, learn_rate = 2.6149815E-13
[DEBUG] 2017-09-29 14:50:57,013 -- DaVIBest-BPR iter 84: loss = 4080.3801, delta_loss = -50.325504, learn_rate = 2.7457306E-13
[DEBUG] 2017-09-29 14:50:57,018 -- DaVIBest-BPR iter 85: loss = 4054.385, delta_loss = 25.995165, learn_rate = 1.3728653E-13
[DEBUG] 2017-09-29 14:50:57,037 -- DaVIBest-BPR iter 86: loss = 3976.898, delta_loss = 77.48689, learn_rate = 1.4415086E-13
[DEBUG] 2017-09-29 14:50:57,048 -- DaVIBest-BPR iter 87: loss = 4048.2441, delta_loss = -71.34624, learn_rate = 1.513584E-13
[DEBUG] 2017-09-29 14:50:57,056 -- DaVIBest-BPR iter 88: loss = 4055.665, delta_loss = -7.420852, learn_rate = 7.56792E-14
[DEBUG] 2017-09-29 14:50:57,067 -- DaVIBest-BPR iter 89: loss = 4000.0784, delta_loss = 55.586807, learn_rate = 3.78396E-14
[DEBUG] 2017-09-29 14:50:57,072 -- DaVIBest-BPR iter 90: loss = 4084.3098, delta_loss = -84.23151, learn_rate = 3.973158E-14
[DEBUG] 2017-09-29 14:50:57,078 -- DaVIBest-BPR iter 91: loss = 3964.8032, delta_loss = 119.506516, learn_rate = 1.986579E-14
[DEBUG] 2017-09-29 14:50:57,083 -- DaVIBest-BPR iter 92: loss = 4011.2861, delta_loss = -46.482758, learn_rate = 2.0859079E-14
[DEBUG] 2017-09-29 14:50:57,088 -- DaVIBest-BPR iter 93: loss = 3997.4863, delta_loss = 13.799597, learn_rate = 1.04295395E-14
[DEBUG] 2017-09-29 14:50:57,096 -- DaVIBest-BPR iter 94: loss = 3998.394, delta_loss = -0.9075054, learn_rate = 1.0951017E-14
[DEBUG] 2017-09-29 14:50:57,101 -- DaVIBest-BPR iter 95: loss = 4017.4011, delta_loss = -19.00718, learn_rate = 5.4755085E-15
[DEBUG] 2017-09-29 14:50:57,106 -- DaVIBest-BPR iter 96: loss = 4034.0154, delta_loss = -16.614382, learn_rate = 2.7377543E-15
[DEBUG] 2017-09-29 14:50:57,116 -- DaVIBest-BPR iter 97: loss = 3981.5352, delta_loss = 52.48041, learn_rate = 1.3688771E-15
[DEBUG] 2017-09-29 14:50:57,135 -- DaVIBest-BPR iter 98: loss = 3943.0103, delta_loss = 38.524952, learn_rate = 1.437321E-15
[DEBUG] 2017-09-29 14:50:57,144 -- DaVIBest-BPR iter 99: loss = 4118.2085, delta_loss = -175.19844, learn_rate = 1.509187E-15
[DEBUG] 2017-09-29 14:50:57,150 -- DaVIBest-BPR iter 100: loss = 4014.857, delta_loss = 103.351685, learn_rate = 7.545935E-16
[DEBUG] 2017-09-29 14:50:57,154 -- DaVIBest-BPR iter 101: loss = 4088.9736, delta_loss = -74.11684, learn_rate = 7.923232E-16
[DEBUG] 2017-09-29 14:50:57,165 -- DaVIBest-BPR iter 102: loss = 4001.5366, delta_loss = 87.43719, learn_rate = 3.961616E-16
[DEBUG] 2017-09-29 14:50:57,170 -- DaVIBest-BPR iter 103: loss = 4079.4187, delta_loss = -77.88207, learn_rate = 4.1596967E-16
[DEBUG] 2017-09-29 14:50:57,179 -- DaVIBest-BPR iter 104: loss = 4016.8926, delta_loss = 62.525997, learn_rate = 2.0798484E-16
[DEBUG] 2017-09-29 14:50:57,184 -- DaVIBest-BPR iter 105: loss = 4107.751, delta_loss = -90.85844, learn_rate = 2.1838407E-16
[DEBUG] 2017-09-29 14:50:57,189 -- DaVIBest-BPR iter 106: loss = 4057.3184, delta_loss = 50.43261, learn_rate = 1.09192036E-16
[DEBUG] 2017-09-29 14:50:57,197 -- DaVIBest-BPR iter 107: loss = 4071.21, delta_loss = -13.891504, learn_rate = 1.1465164E-16
[DEBUG] 2017-09-29 14:50:57,203 -- DaVIBest-BPR iter 108: loss = 4009.669, delta_loss = 61.54094, learn_rate = 5.732582E-17
[DEBUG] 2017-09-29 14:50:57,214 -- DaVIBest-BPR iter 109: loss = 4054.1833, delta_loss = -44.51437, learn_rate = 6.0192113E-17
[DEBUG] 2017-09-29 14:50:57,222 -- DaVIBest-BPR iter 110: loss = 3951.9363, delta_loss = 102.24716, learn_rate = 3.0096057E-17
[DEBUG] 2017-09-29 14:50:57,236 -- DaVIBest-BPR iter 111: loss = 3951.7107, delta_loss = 0.22552611, learn_rate = 3.1600857E-17
[DEBUG] 2017-09-29 14:50:57,243 -- DaVIBest-BPR iter 112: loss = 4103.122, delta_loss = -151.41147, learn_rate = 3.31809E-17
[DEBUG] 2017-09-29 14:50:57,250 -- DaVIBest-BPR iter 113: loss = 4021.6538, delta_loss = 81.46838, learn_rate = 1.659045E-17
[DEBUG] 2017-09-29 14:50:57,255 -- DaVIBest-BPR iter 114: loss = 4053.7817, delta_loss = -32.12796, learn_rate = 1.7419974E-17
[DEBUG] 2017-09-29 14:50:57,263 -- DaVIBest-BPR iter 115: loss = 4014.551, delta_loss = 39.230812, learn_rate = 8.709987E-18
[DEBUG] 2017-09-29 14:50:57,268 -- DaVIBest-BPR iter 116: loss = 3975.7703, delta_loss = 38.78073, learn_rate = 9.145486E-18
[DEBUG] 2017-09-29 14:50:57,273 -- DaVIBest-BPR iter 117: loss = 4052.3738, delta_loss = -76.60359, learn_rate = 9.60276E-18
[DEBUG] 2017-09-29 14:50:57,279 -- DaVIBest-BPR iter 118: loss = 4036.3132, delta_loss = 16.060436, learn_rate = 4.80138E-18
[DEBUG] 2017-09-29 14:50:57,284 -- DaVIBest-BPR iter 119: loss = 4120.006, delta_loss = -83.69249, learn_rate = 5.041449E-18
[DEBUG] 2017-09-29 14:50:57,290 -- DaVIBest-BPR iter 120: loss = 3972.1072, delta_loss = 147.89874, learn_rate = 2.5207246E-18
[DEBUG] 2017-09-29 14:50:57,304 -- DaVIBest-BPR iter 121: loss = 4050.5024, delta_loss = -78.39544, learn_rate = 2.6467608E-18
[DEBUG] 2017-09-29 14:50:57,315 -- DaVIBest-BPR iter 122: loss = 4014.6326, delta_loss = 35.869957, learn_rate = 1.3233804E-18
[DEBUG] 2017-09-29 14:50:57,322 -- DaVIBest-BPR iter 123: loss = 4011.8955, delta_loss = 2.7371686, learn_rate = 1.3895494E-18
[DEBUG] 2017-09-29 14:50:57,333 -- DaVIBest-BPR iter 124: loss = 4044.4067, delta_loss = -32.51133, learn_rate = 1.4590269E-18
[DEBUG] 2017-09-29 14:50:57,339 -- DaVIBest-BPR iter 125: loss = 4096.829, delta_loss = -52.422592, learn_rate = 7.2951343E-19
[DEBUG] 2017-09-29 14:50:57,345 -- DaVIBest-BPR iter 126: loss = 4068.0068, delta_loss = 28.82245, learn_rate = 3.6475672E-19
[DEBUG] 2017-09-29 14:50:57,350 -- DaVIBest-BPR iter 127: loss = 4005.3962, delta_loss = 62.610703, learn_rate = 3.8299455E-19
[DEBUG] 2017-09-29 14:50:57,355 -- DaVIBest-BPR iter 128: loss = 4060.1611, delta_loss = -54.76489, learn_rate = 4.0214427E-19
[DEBUG] 2017-09-29 14:50:57,364 -- DaVIBest-BPR iter 129: loss = 3985.5593, delta_loss = 74.60165, learn_rate = 2.0107214E-19
[DEBUG] 2017-09-29 14:50:57,369 -- DaVIBest-BPR iter 130: loss = 4023.0813, delta_loss = -37.521984, learn_rate = 2.1112575E-19
[DEBUG] 2017-09-29 14:50:57,374 -- DaVIBest-BPR iter 131: loss = 4045.5378, delta_loss = -22.456476, learn_rate = 1.0556288E-19
[DEBUG] 2017-09-29 14:50:57,380 -- DaVIBest-BPR iter 132: loss = 4019.241, delta_loss = 26.297007, learn_rate = 5.278144E-20
[DEBUG] 2017-09-29 14:50:57,387 -- DaVIBest-BPR iter 133: loss = 3980.7986, delta_loss = 38.442192, learn_rate = 5.5420507E-20
[DEBUG] 2017-09-29 14:50:57,402 -- DaVIBest-BPR iter 134: loss = 4072.0752, delta_loss = -91.27649, learn_rate = 5.8191536E-20
[DEBUG] 2017-09-29 14:50:57,410 -- DaVIBest-BPR iter 135: loss = 4041.7798, delta_loss = 30.29535, learn_rate = 2.9095768E-20
[DEBUG] 2017-09-29 14:50:57,418 -- DaVIBest-BPR iter 136: loss = 4017.4832, delta_loss = 24.296654, learn_rate = 3.0550556E-20
[DEBUG] 2017-09-29 14:50:57,423 -- DaVIBest-BPR iter 137: loss = 4024.772, delta_loss = -7.288719, learn_rate = 3.2078084E-20
[DEBUG] 2017-09-29 14:50:57,432 -- DaVIBest-BPR iter 138: loss = 4048.7644, delta_loss = -23.992636, learn_rate = 1.6039042E-20
[DEBUG] 2017-09-29 14:50:57,437 -- DaVIBest-BPR iter 139: loss = 4005.859, delta_loss = 42.90574, learn_rate = 8.019521E-21
[DEBUG] 2017-09-29 14:50:57,443 -- DaVIBest-BPR iter 140: loss = 4064.2727, delta_loss = -58.41382, learn_rate = 8.420497E-21
[DEBUG] 2017-09-29 14:50:57,448 -- DaVIBest-BPR iter 141: loss = 4029.1992, delta_loss = 35.073452, learn_rate = 4.2102483E-21
[DEBUG] 2017-09-29 14:50:57,453 -- DaVIBest-BPR iter 142: loss = 3927.06, delta_loss = 102.139046, learn_rate = 4.420761E-21
[DEBUG] 2017-09-29 14:50:57,467 -- DaVIBest-BPR iter 143: loss = 3952.8254, delta_loss = -25.765448, learn_rate = 4.6417987E-21
[DEBUG] 2017-09-29 14:50:57,477 -- DaVIBest-BPR iter 144: loss = 4029.2383, delta_loss = -76.41281, learn_rate = 2.3208994E-21
[DEBUG] 2017-09-29 14:50:57,485 -- DaVIBest-BPR iter 145: loss = 4033.33, delta_loss = -4.091798, learn_rate = 1.1604497E-21
[DEBUG] 2017-09-29 14:50:57,501 -- DaVIBest-BPR iter 146: loss = 4041.8591, delta_loss = -8.528856, learn_rate = 5.8022484E-22
[DEBUG] 2017-09-29 14:50:57,510 -- DaVIBest-BPR iter 147: loss = 4089.574, delta_loss = -47.714912, learn_rate = 2.9011242E-22
[DEBUG] 2017-09-29 14:50:57,517 -- DaVIBest-BPR iter 148: loss = 3968.7927, delta_loss = 120.78114, learn_rate = 1.4505621E-22
[DEBUG] 2017-09-29 14:50:57,524 -- DaVIBest-BPR iter 149: loss = 4072.3215, delta_loss = -103.52866, learn_rate = 1.5230902E-22
[DEBUG] 2017-09-29 14:50:57,533 -- DaVIBest-BPR iter 150: loss = 4035.1157, delta_loss = 37.205814, learn_rate = 7.615451E-23
[DEBUG] 2017-09-29 14:50:57,538 -- DaVIBest-BPR iter 151: loss = 4034.5388, delta_loss = 0.57672155, learn_rate = 7.996224E-23
