SESSIONID USERID REQUESTDATE REQUESTEDURL band_id music_genre instrumental
2210 2210 10:51:26 h:leetkrew_as_vezes d:38309 d:rap_hip_hop d:0
6916 6916 21:50:32 h:mc_kaus_baby_a_s_tu_k_eu_amo d:37691 d:rap_hip_hop d:0
6916 6916 21:50:23 h:tenho_a_impressao_xc_puto_l d:39061 d:rap_hip_hop d:0
6916 6916 21:50:14 h:ntk_da_me_a_oportunidade_2007 d:37127 d:rap_hip_hop d:0
6916 6916 23:28:30 h:faa_o_o_que_gosto_mc_nando d:43389 d:outro d:1
6916 6916 21:50:32 h:danito_ft_myth_jp_lagrimas_na_cara d:35708 d:rap_hip_hop d:0
6916 6916 21:50:14 h:cristal d:39476 d:electronica_dance d:1
6916 6916 21:50:31 h:abre_os_olhos_1 d:36974 d:rap_hip_hop d:1
6916 6916 21:50:23 h:vidas_piores_que_as_nossas d:42572 d:rap_hip_hop d:0
6916 6916 21:50:31 h:mundo_de_desgraa_a d:39061 d:rap_hip_hop d:1
6916 6916 21:50:31 h:se_amanha d:35568 d:outro d:0
6916 6916 21:50:31 h:kontrabando_musical_3k_street_soliders d:39472 d:rap_hip_hop d:1
6916 6916 21:50:23 h:faz_por_gosto_na_o_por_moda_2008 d:41145 d:outro d:1
6916 6916 21:50:31 h:quero_te_sentir d:35681 d:outro d:0
6916 6916 21:50:32 h:realidade d:36974 d:rap_hip_hop d:1
6916 6916 21:50:23 h:mctropas_o_peso_da_culpa_r_i_p_filha d:37223 d:rap_hip_hop d:0
6916 6916 21:50:31 h:unidade_versa_til_klave_olimpz_mais_um_desabafo d:39472 d:rap_hip_hop d:1
6916 6916 21:50:31 h:verao_de_hoje d:39061 d:rap_hip_hop d:1
6916 6916 21:50:23 h:sinfonia_dos_meus_dias d:37760 d:rap_hip_hop d:0
6916 6916 21:50:14 h:impa_rio_do_amor d:40408 d:rap_hip_hop d:1
6916 6916 21:50:31 h:leetkrew_as_vezes d:38309 d:rap_hip_hop d:0
6916 6916 21:50:23 h:a_pena_ar_em_ti_t_m_b d:40558 d:rap_hip_hop d:0
6916 6916 21:50:14 h:na_o_chores_por_mim_chora_por_na_s d:42241 d:r_b d:0
5716 5716 17:46:08 h:06_from_the_chair d:34218 d:alternativa d:1
5716 5716 18:36:38 h:03_want_me d:34218 d:alternativa d:0
523 523 09:26:25 h:cool_mind d:35062 d:alternativa d:1
523 523 06:27:39 h:arrival d:38015 d:alternativa d:1
523 523 20:56:42 h:rose_lips d:35922 d:funk d:0
523 523 20:46:00 h:a_tour_to_nowhere d:42314 d:alternativa d:1
523 523 11:47:51 h:n_f_o_kronikoj d:40084 d:alternativa d:0
523 523 06:23:59 h:break_it_instrumental_version d:37767 d:alternativa d:1
523 523 13:16:13 h:2k4 d:37535 d:alternativa d:0
523 523 06:27:39 h:break_it d:34509 d:funk d:1
523 523 18:12:40 h:doce_de_coco d:37998 d:samba_bossa_nova d:0
523 523 11:44:07 h:when_the_night_falls d:35538 d:rock d:0
523 523 07:01:52 h:the_mile d:38015 d:alternativa d:1
523 523 06:37:59 h:the_noose d:37130 d:alternativa d:0
523 523 15:29:43 h:headful_instrumental_version d:37767 d:alternativa d:1
523 523 16:20:18 h:supernova d:34564 d:rock d:0
523 523 20:55:54 h:fui_a_praia_original d:42645 d:rock d:0
523 523 06:57:41 h:united_lonelly_people d:34073 d:rock d:0
523 523 17:45:15 h:rapsa_dia_faixa_bonus d:35362 d:alternativa d:1
523 523 10:40:56 h:ventos_arrepiados d:34741 d:metal d:1
523 523 19:16:57 h:deep_down_inside d:40823 d:rock d:0
523 523 16:20:18 h:tunnel_vision d:34564 d:rock d:0
523 523 06:15:52 h:cool_moment d:33923 d:funk d:1
523 523 14:30:36 h:que_amor_na_o_me_engana d:41096 d:jazz d:0
523 523 17:45:15 h:acufeno d:35362 d:alternativa d:1
523 523 20:46:00 h:devils_game d:42314 d:alternativa d:1
523 523 22:47:24 h:mini_instrumental d:43037 d:rock d:1
523 523 16:18:22 h:e_quando_tocava d:37107 d:folk d:0
523 523 15:52:43 h:whisper_1 d:39476 d:electronica_dance d:1
523 523 11:47:51 h:mind_the_thieves d:40084 d:alternativa d:0
523 523 08:32:29 h:crimson_landscape_1 d:40823 d:rock d:0
523 523 11:48:31 h:mind_my_name d:37745 d:rock d:0
1225 1225 06:41:40 h:cool_mind d:35062 d:alternativa d:1
1225 1225 06:41:40 h:mind_flow d:35062 d:alternativa d:1
1225 1225 06:41:40 h:muse d:36342 d:pop d:0
70 70 06:09:56 h:sonar_wales_song d:36455 d:electronica_dance d:1
70 70 06:09:56 h:glad_itas_over_sample d:35081 d:rock d:0
70 70 06:09:56 h:at_the_gates_of_the_sky d:36455 d:electronica_dance d:1
70 70 06:09:56 h:dealer_of_sound d:35679 d:electronica_dance d:0
70 70 06:09:56 h:essence_of_life_2005 d:33802 d:electronica_dance d:1
70 70 06:09:56 h:power_of_trance_2006 d:33802 d:electronica_dance d:1
70 70 06:47:42 h:dj_pak_by_champions_league d:38038 d:electronica_dance d:1
70 70 06:47:42 h:dj_pak_hamses_pakito_remix d:38038 d:electronica_dance d:1
70 70 06:47:42 h:dj_pak_rise_up_vocal_yves_larock_tribal_expecial d:38038 d:electronica_dance d:1
4290 4290 21:01:38 h:vertigo_part_one d:36009 d:rock d:1
4290 4290 12:54:35 h:when_the_night_falls d:35538 d:rock d:0
4290 4290 12:53:04 h:winter d:37645 d:rock d:0
4290 4290 21:01:38 h:perceptions_of_the_dying d:36009 d:rock d:0
401 401 06:13:32 h:major_ft_distinto_sera_amor d:38666 d:rap_hip_hop d:1
401 401 16:41:24 h:danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim d:35708 d:rap_hip_hop d:0
650 650 13:32:29 h:major_ft_distinto_sera_amor d:38666 d:rap_hip_hop d:1
650 650 09:15:12 h:fuck_off_katchorras_canuca_ft_isek d:37063 d:rap_hip_hop d:1
650 650 11:59:05 h:o_meu_destino_2008 d:40811 d:rap_hip_hop d:0
650 650 08:52:16 h:danito_ft_myth_jp_lagrimas_na_cara d:35708 d:rap_hip_hop d:0
650 650 06:22:00 h:jp_ft_danito_nada_vai_ser_igual d:35708 d:rap_hip_hop d:1
650 650 10:37:26 h:resposta_ao_kamel_estiga d:37063 d:rap_hip_hop d:1
650 650 06:19:02 h:destino_traa_ado_canuca d:37063 d:rap_hip_hop d:1
650 650 06:22:00 h:danito_ft_jp_rafa_preciso_do_teu_amor d:35708 d:rap_hip_hop d:1
650 650 07:47:12 h:danito_tarde_demais d:35708 d:rap_hip_hop d:0
768 768 08:02:31 h:major_ft_distinto_sera_amor d:38666 d:rap_hip_hop d:1
768 768 13:07:02 h:poder_paternal d:40704 d:rap_hip_hop d:0
768 768 08:23:21 h:danito_ft_myth_jp_lagrim_as_na_cara d:38736 d:r_b d:0
768 768 06:22:34 h:movimento d:39976 d:rap_hip_hop d:1
768 768 08:10:48 h:noite_remix d:38736 d:r_b d:0
1406 1406 10:37:45 h:major_ft_distinto_sera_amor d:38666 d:rap_hip_hop d:1
1406 1406 07:00:25 h:danito_ft_myth_jp_lagrimas_na_cara d:35708 d:rap_hip_hop d:0
1406 1406 12:11:03 h:a_sta_a_a_minha_vida d:37833 d:rap_hip_hop d:0
1406 1406 06:52:09 h:sou_o_que_quiseres_1 d:38609 d:outro d:0
1406 1406 06:53:07 h:mundo_magico d:38609 d:outro d:0
1406 1406 19:00:09 h:mc_ima_la_grimas_com_ta_nia d:36737 d:rap_hip_hop d:1
1406 1406 17:35:19 h:soul_transformers_tudo_tem_o_seu_porqua d:38583 d:r_b d:1
1406 1406 06:52:59 h:desculpa_eu_ser_assim d:38609 d:outro d:0
1406 1406 07:24:34 h:danito_tarde_demais d:35708 d:rap_hip_hop d:0
2114 2114 07:48:52 h:major_ft_distinto_sera_amor d:38666 d:rap_hip_hop d:1
2114 2114 16:54:16 h:ainda_penso_em_ti d:38736 d:r_b d:1
2114 2114 16:54:16 h:o_nosso_amor_acabou d:38736 d:r_b d:0
2114 2114 17:55:09 h:tu_sabes_3 d:38609 d:outro d:1
2114 2114 21:24:09 h:dona_do_meu_tempo d:38609 d:outro d:0
2114 2114 12:36:18 h:mundo_magico d:38609 d:outro d:0
2114 2114 17:52:33 h:hm_vsilva_ja_nao_aguento_acabou d:37890 d:rap_hip_hop d:0
2242 2242 19:53:20 h:major_ft_distinto_sera_amor d:38666 d:rap_hip_hop d:1
2242 2242 23:26:05 h:sente_o_beat d:34560 d:rap_hip_hop d:1
2242 2242 19:53:20 h:so_quero_voltar_a_ter d:39639 d:rap_hip_hop d:0
2242 2242 08:01:22 h:abre_os_olhos_1 d:36974 d:rap_hip_hop d:1
2242 2242 23:26:05 h:hey_hey_dj d:34560 d:rap_hip_hop d:1
2242 2242 08:10:48 h:a_sa_s_com_a_nostalgia d:35568 d:outro d:0
2242 2242 23:25:46 h:hoje_a_pista_a_minha d:41682 d:r_b d:0
2242 2242 22:54:18 h:quero_te_1 d:36872 d:rap_hip_hop d:1
2242 2242 22:54:18 h:eras_a_minha_ft_ntk d:40811 d:rap_hip_hop d:0
2242 2242 08:07:16 h:danito_tarde_demais d:35708 d:rap_hip_hop d:0
3120 3120 18:29:40 h:major_ft_distinto_sera_amor d:38666 d:rap_hip_hop d:1
3120 3120 09:46:06 h:jp_ft_danito_nada_vai_ser_igual d:35708 d:rap_hip_hop d:1
3120 3120 09:41:48 h:mctropas_o_peso_da_culpa_r_i_p_filha d:37223 d:rap_hip_hop d:0
3120 3120 10:02:07 h:jp_ft_danito_ainda_penso_em_ti d:35708 d:rap_hip_hop d:0
3120 3120 09:54:18 h:danito_tarde_demais d:35708 d:rap_hip_hop d:0
3173 3173 09:49:08 h:major_ft_distinto_sera_amor d:38666 d:rap_hip_hop d:1
3173 3173 16:40:44 h:danito_ft_myth_jp_lagrimas_na_cara d:35708 d:rap_hip_hop d:0
3173 3173 14:00:36 h:desculpa_foi_um_erro_2008 d:39243 d:r_b d:1
3173 3173 16:40:44 h:jp_ft_danito_ainda_penso_em_ti d:35708 d:rap_hip_hop d:0
3501 3501 12:13:39 h:major_ft_distinto_sera_amor d:38666 d:rap_hip_hop d:1
3501 3501 19:41:39 h:eterna_amada_makete d:38666 d:rap_hip_hop d:1
3501 3501 10:36:34 h:distinto_ft_hm_alta_visa_o d:38666 d:rap_hip_hop d:1
3501 3501 20:34:00 h:distinto_sonhos_destruidos d:38666 d:rap_hip_hop d:1
3501 3501 20:34:00 h:distinto_ft_major_beck_voice_nao_vivi_sobrevi_vi d:38666 d:rap_hip_hop d:1
3542 3542 19:20:14 h:major_ft_distinto_sera_amor d:38666 d:rap_hip_hop d:1
3542 3542 19:50:45 h:coraa_oes_despedaa_ados_tropas_ft_cheetif_art_de_rue_dedicado_kika_titax_anna_lucia d:37223 d:rap_hip_hop d:0
3542 3542 19:50:45 h:a_o_movimento_mixtape_discurso_directo_tropas_isek_c_heetif d:37223 d:rap_hip_hop d:1
3542 3542 21:48:30 h:jp_ft_danito_nada_vai_ser_igual d:35708 d:rap_hip_hop d:1
3542 3542 19:50:45 h:mctropas_o_peso_da_culpa_r_i_p_filha d:37223 d:rap_hip_hop d:0
3542 3542 14:15:00 h:jp_ft_danito_ainda_penso_em_ti d:35708 d:rap_hip_hop d:0
3542 3542 19:50:45 h:tropas_ft_thuga_g_partida_injusta_nuqqa_l_4ever d:37223 d:rap_hip_hop d:0
3542 3542 19:50:45 h:tropas_ft_dany_boy_caminhantes_do_hip_hop d:37223 d:rap_hip_hop d:1
3542 3542 19:50:45 h:p_unit_ft_tropas_isek_patakeiros_no_movimento d:37223 d:rap_hip_hop d:0
3542 3542 17:56:24 h:danito_tarde_demais d:35708 d:rap_hip_hop d:0
4133 4133 12:48:09 h:major_ft_distinto_sera_amor d:38666 d:rap_hip_hop d:1
4133 4133 12:48:09 h:fuck_off_katchorras_canuca_ft_isek d:37063 d:rap_hip_hop d:1
4133 4133 12:48:10 h:mc_ciganita_xungaria_falsificada d:38028 d:rap_hip_hop d:0
4133 4133 12:48:22 h:uma_acusaa_ao_inesperada d:36037 d:rap_hip_hop d:0
4133 4133 12:47:57 h:revolua_ao d:36143 d:rap_hip_hop d:1
4133 4133 12:48:09 h:desiludido_nu_amor_myslo_ft_canuca d:37063 d:rap_hip_hop d:1
4133 4133 12:47:57 h:cadeia d:36143 d:rap_hip_hop d:1
4133 4133 12:48:10 h:mc_ciganita_a_mor_prefeito d:38028 d:rap_hip_hop d:0
4133 4133 12:48:09 h:distinto_ft_hm_alta_visa_o d:38666 d:rap_hip_hop d:1
4133 4133 12:23:51 h:abandona_o_ring d:37736 d:rap_hip_hop d:1
4133 4133 12:48:09 h:resposta_ao_kamel_estiga d:37063 d:rap_hip_hop d:1
4133 4133 12:48:09 h:destino_traa_ado_canuca d:37063 d:rap_hip_hop d:1
4133 4133 12:58:33 h:ta_pioneiro_ft_ag_ir_som_tuga_par d:33754 d:rap_hip_hop d:1
4209 4209 12:37:49 h:major_ft_distinto_sera_amor d:38666 d:rap_hip_hop d:1
4209 4209 20:33:53 h:eterna_amada_makete d:38666 d:rap_hip_hop d:1
4209 4209 12:37:49 h:sou_o_que_quiseres_1 d:38609 d:outro d:0
4209 4209 12:37:49 h:mundo_magico d:38609 d:outro d:0
4209 4209 20:33:52 h:distinto_sonhos_destruidos d:38666 d:rap_hip_hop d:1
4209 4209 12:37:49 h:desculpa_eu_ser_assim d:38609 d:outro d:0
4209 4209 20:33:53 h:distinto_ft_major_beck_voice_nao_vivi_sobrevi_vi d:38666 d:rap_hip_hop d:1
4458 4458 13:23:45 h:major_ft_distinto_sera_amor d:38666 d:rap_hip_hop d:1
4458 4458 13:23:45 h:distinto_ft_hm_alta_visa_o d:38666 d:rap_hip_hop d:1
4635 4635 13:56:26 h:major_ft_distinto_sera_amor d:38666 d:rap_hip_hop d:1
4635 4635 13:56:26 h:1_vive_a_vida_kutegash d:37618 d:outro d:1
4635 4635 13:56:26 h:a_vossa_hista_ria_mk d:37618 d:outro d:0
4769 4769 18:43:29 h:major_ft_distinto_sera_amor d:38666 d:rap_hip_hop d:1
4769 4769 16:41:36 h:audia_ao_singular_2008 d:40143 d:rap_hip_hop d:1
4769 4769 16:41:36 h:klake_na_o_sabes_a_dor_feat_lil_c_noc d:41180 d:outro d:1
4769 4769 16:51:11 h:desafio_principal d:34865 d:punk d:1
4769 4769 14:49:49 h:shadows_entwined d:34632 d:metal d:0
4769 4769 16:41:36 h:klake_em_busca_da_princesa d:41180 d:outro d:1
4769 4769 16:19:34 h:miudo d:34865 d:punk d:0
4769 4769 16:41:36 h:rebellion_pre_master d:41284 d:punk d:0
4769 4769 14:48:23 h:sonho_isolado d:34865 d:punk d:1
4769 4769 18:45:38 h:mc_f_ru_o_j_r_miuda d:42241 d:r_b d:1
4769 4769 15:56:02 h:sa_uma_vez d:34865 d:punk d:1
5647 5647 20:04:06 h:major_ft_distinto_sera_amor d:38666 d:rap_hip_hop d:1
5647 5647 17:30:12 h:distinto_ft_major_beck_voice_nao_vivi_sobrevi_vi d:38666 d:rap_hip_hop d:1
6193 6193 19:55:21 h:major_ft_distinto_sera_amor d:38666 d:rap_hip_hop d:1
6193 6193 19:55:06 h:eterna_amada_makete d:38666 d:rap_hip_hop d:1
6193 6193 19:55:21 h:distinto_ft_hm_alta_visa_o d:38666 d:rap_hip_hop d:1
6193 6193 20:23:09 h:distinto_ft_major_beck_voice_nao_vivi_sobrevi_vi d:38666 d:rap_hip_hop d:1
6362 6362 20:32:18 h:major_ft_distinto_sera_amor d:38666 d:rap_hip_hop d:1
6362 6362 20:32:18 h:eterna_amada_makete d:38666 d:rap_hip_hop d:1
6362 6362 20:32:18 h:distinto_ft_hm_alta_visa_o d:38666 d:rap_hip_hop d:1
6362 6362 20:32:18 h:distinto_sonhos_destruidos d:38666 d:rap_hip_hop d:1
6362 6362 20:32:18 h:distinto_ft_major_beck_voice_nao_vivi_sobrevi_vi d:38666 d:rap_hip_hop d:1
4916 4916 23:22:27 h:the_red_horse d:41398 d:electronica_dance d:1
4916 4916 14:50:14 h:pedro_monteverde_lost_world d:41393 d:electronica_dance d:1
4916 4916 21:22:58 h:luke_filewalker d:41398 d:electronica_dance d:1
4916 4916 21:22:58 h:limit_break d:41398 d:electronica_dance d:1
4916 4916 14:50:14 h:pedro_monteverde_other_dimension d:41393 d:electronica_dance d:1
4916 4916 21:22:58 h:the_last_thing d:41398 d:electronica_dance d:1
4916 4916 21:22:58 h:dark_star d:41398 d:electronica_dance d:1
4916 4916 21:22:58 h:freedom_style d:41398 d:electronica_dance d:1
4916 4916 14:50:14 h:ncs_feat_jay_c_reflexao_mensagem d:41220 d:rap_hip_hop d:1
4916 4916 21:22:58 h:seasons d:41398 d:electronica_dance d:1
4916 4916 14:50:14 h:pedro_monteverde_time_integer d:41393 d:electronica_dance d:1
4916 4916 14:50:14 h:pedro_monteverde_3_11_5 d:41393 d:electronica_dance d:1
2969 2969 17:29:46 h:i_miss_you d:44031 d:r_b d:1
2969 2969 22:33:45 h:anthem d:44031 d:r_b d:1
2969 2969 17:16:28 h:se_eu_fingir d:44031 d:r_b d:1
2969 2969 18:36:17 h:o_meu_lado_negro_mortex_2006_old_school_street_rimes d:37729 d:rap_hip_hop d:0
2969 2969 18:25:00 h:pobre_alegre d:44031 d:r_b d:1
2969 2969 17:00:46 h:eu_sou_da_track d:44031 d:r_b d:1
2969 2969 20:30:36 h:puto_ko_tchora_ghetto_shadows_mortex_com_b_shadd d:37729 d:rap_hip_hop d:0
2969 2969 22:01:48 h:this_is_the_shit d:44031 d:r_b d:1
2969 2969 18:51:23 h:andre_intro_dj d:44031 d:r_b d:1
2969 2969 20:47:25 h:fala_com_o_papa d:44031 d:r_b d:1
2969 2969 19:10:15 h:beco_sem_saa_da_mortex_2005 d:37729 d:rap_hip_hop d:0
2969 2969 17:26:50 h:don_hortega_mortex_dominus_improvisso_mortega_freestyle d:37729 d:rap_hip_hop d:0
2969 2969 11:28:33 h:bishop_don_hortega_mortex_b_gy_rap_freestyle_beatbox d:37729 d:rap_hip_hop d:0
2969 2969 18:53:27 h:bomba_senora d:44031 d:r_b d:1
2969 2969 16:45:32 h:para_todas_as_ma_es_mortex_shadd d:37729 d:rap_hip_hop d:0
2969 2969 19:09:47 h:cirilo_rubi_sol_foje d:44284 d:rap_hip_hop d:0
2969 2969 15:32:43 h:a_simples_mortex_amostra_do_album_b_c_r_prod_patron_a_versa_o_incompleta_a d:37729 d:rap_hip_hop d:0
2969 2969 21:05:07 h:mortex_pensei_nisto_street_mix_tape_antecipaa_a_o d:37729 d:rap_hip_hop d:1
2969 2969 17:03:50 h:strip_tease d:44031 d:r_b d:1
2969 2969 17:00:08 h:professora_remix d:44031 d:r_b d:1
2969 2969 19:09:47 h:mortex_underground_ii_dominus_familia_street_mix_tape_antecipaa_a_o d:37729 d:rap_hip_hop d:1
2969 2969 22:33:45 h:mortex_de_segunda_a_domingo_street_mix_tape_antecipaa_a_o d:37729 d:rap_hip_hop d:1
2969 2969 17:23:33 h:xupa_xupa_lollipop d:44031 d:r_b d:1
5640 5640 17:53:02 h:i_miss_you d:44031 d:r_b d:1
5640 5640 21:31:56 h:na_o_ha_mais_amor_ft_ikaruz_ntk d:43474 d:r_b d:1
5640 5640 20:37:24 h:sem_ti_ft_ntk_ikaruz_mind d:43474 d:r_b d:1
5640 5640 21:20:37 h:sempre_quando_nao_estas_ft_ikaruz_ntk d:43474 d:r_b d:1
5640 5640 17:28:38 h:sem_seu_amor_na_o_da d:44544 d:pop d:0
5640 5640 20:29:27 h:kem_a_va_ja_mais_nada_va d:36143 d:rap_hip_hop d:1
5640 5640 17:40:33 h:xupa_xupa_lollipop d:44031 d:r_b d:1
4990 4990 15:05:07 h:trecho_da_ma_sica_circular_paulista d:39100 d:outro d:1
4990 4990 15:05:07 h:ritmismo d:39100 d:outro d:1
4990 4990 15:05:07 h:trecho_da_ma_sica_dip_duh_dah d:39100 d:outro d:1
4990 4990 15:05:07 h:cavalo_de_tra_ia d:39100 d:outro d:1
7563 7563 23:29:42 h:armadura_beat d:43964 d:rap_hip_hop d:1
7563 7563 23:29:42 h:tristesa_beat d:43964 d:rap_hip_hop d:1
7563 7563 23:29:42 h:problemas_beat d:43964 d:rap_hip_hop d:1
7563 7563 23:29:42 h:na_o_critiques_beat d:43964 d:rap_hip_hop d:1
7563 7563 23:29:42 h:fecha_os_olhos_beat d:43964 d:rap_hip_hop d:1
7563 7563 23:29:42 h:da_cidade_ata_ao_ghetto_beat d:43964 d:rap_hip_hop d:1
7563 7563 23:29:42 h:rela_gio_parado_beat d:43964 d:rap_hip_hop d:1
7563 7563 23:29:42 h:sente_sente_beat d:43964 d:rap_hip_hop d:1
7563 7563 23:29:42 h:pucheline_beat d:43964 d:rap_hip_hop d:1
7563 7563 23:29:42 h:opurtunidade_beat d:43964 d:rap_hip_hop d:1
7563 7563 23:29:42 h:realidade_beat d:43964 d:rap_hip_hop d:1
7563 7563 23:29:42 h:desculpa_beat d:43964 d:rap_hip_hop d:1
7563 7563 23:29:42 h:mesma_moeda_beat d:43964 d:rap_hip_hop d:1
7563 7563 23:29:42 h:apanha_me_beat d:43964 d:rap_hip_hop d:1
2627 2627 08:42:46 h:3_noites d:37572 d:rap_hip_hop d:1
2627 2627 17:05:17 h:janota d:37572 d:rap_hip_hop d:1
2627 2627 16:48:50 h:k_na_hora d:37572 d:rap_hip_hop d:1
940 940 22:37:13 h:danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim d:35708 d:rap_hip_hop d:0
940 940 06:49:36 h:dj_hf_kizomba_100 d:39777 d:electronica_dance d:1
940 940 21:42:17 h:danito_ft_myth_jp_lagrimas_na_cara d:35708 d:rap_hip_hop d:0
940 940 22:37:13 h:jp_ft_danito_vou_ter_que_esquecer_danito_produa_a_o d:35708 d:rap_hip_hop d:1
940 940 08:00:22 h:o_que_sinto d:41939 d:rap_hip_hop d:0
940 940 21:19:19 h:amo_te_alma_ga_mea d:39484 d:r_b d:0
940 940 21:33:08 h:jp_ft_danito_nada_vai_ser_igual d:35708 d:rap_hip_hop d:1
940 940 22:37:13 h:jp_ft_danito_ainda_penso_em_ti d:35708 d:rap_hip_hop d:0
940 940 19:36:07 h:my_little_guide_star_ft_ntk d:40811 d:rap_hip_hop d:1
940 940 20:13:35 h:vem_ca_ft_ikaruz_e_ntk d:40811 d:rap_hip_hop d:1
940 940 06:28:45 h:danito_ft_jp_rafa_preciso_do_teu_amor d:35708 d:rap_hip_hop d:1
940 940 21:25:20 h:amor_ao_hiphop_tuga_2008 d:40143 d:rap_hip_hop d:1
940 940 18:31:26 h:baby_volta d:40811 d:rap_hip_hop d:0
940 940 22:37:13 h:danito_tarde_demais d:35708 d:rap_hip_hop d:0
976 976 22:37:22 h:danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim d:35708 d:rap_hip_hop d:0
976 976 18:50:20 h:wake_up_2009 d:40811 d:rap_hip_hop d:1
978 978 12:45:35 h:danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim d:35708 d:rap_hip_hop d:0
978 978 23:12:04 h:sem_ti_4 d:41678 d:rap_hip_hop d:1
978 978 22:51:44 h:mgc_suicidio d:34210 d:rap_hip_hop d:1
2173 2173 20:36:46 h:danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim d:35708 d:rap_hip_hop d:0
2173 2173 22:53:15 h:halloween_s_o_s_mundo d:43345 d:rap_hip_hop d:0
2173 2173 22:04:01 h:dia_perfeito d:39976 d:rap_hip_hop d:1
2173 2173 20:31:27 h:roleta_russa d:39984 d:rap_hip_hop d:0
2173 2173 22:54:18 h:halloween_procriar d:43345 d:rap_hip_hop d:1
2173 2173 22:07:17 h:faa_as_o_que_fizeres d:39976 d:rap_hip_hop d:1
2846 2846 15:23:09 h:danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim d:35708 d:rap_hip_hop d:0
2846 2846 22:37:04 h:tu_a_s_jazz_r_b d:41445 d:rap_hip_hop d:0
4309 4309 22:51:26 h:danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim d:35708 d:rap_hip_hop d:0
4309 4309 23:19:51 h:na_o_ha_mais_amor_ft_ikaruz_ntk d:43474 d:r_b d:1
4309 4309 12:56:47 h:star d:43369 d:r_b d:0
4309 4309 22:59:33 h:nko_feat_pain_factos_da_vida d:44128 d:rap_hip_hop d:1
4342 4342 23:09:29 h:danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim d:35708 d:rap_hip_hop d:0
4342 4342 13:02:38 h:amo_te_cypher_one_1 d:43595 d:r_b d:1
4342 4342 18:51:23 h:amor_ou_paixa_o_cyphe_r_one d:43595 d:r_b d:0
4376 4376 13:08:35 h:danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim d:35708 d:rap_hip_hop d:0
4376 4376 16:17:12 h:sempre_quando_nao_estas_ft_ikaruz_ntk d:43474 d:r_b d:1
4376 4376 17:53:16 h:ta_pioneiro_ft_ag_ir_som_tuga_par d:33754 d:rap_hip_hop d:1
4936 4936 16:08:58 h:danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim d:35708 d:rap_hip_hop d:0
4936 4936 14:54:22 h:put_your_rise_up_down_live_bab_ylon_mix d:39105 d:electronica_dance d:1
4936 4936 17:32:38 h:final_push_feat_brother_culture d:34082 d:reggae d:1
5104 5104 22:51:08 h:danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim d:35708 d:rap_hip_hop d:0
5104 5104 21:48:30 h:quem_mete_fofo_no_club_mc_fly d:41678 d:rap_hip_hop d:1
5104 5104 15:29:04 h:1_dia_one_day_mc_fly_feat_ronald_isley d:41678 d:rap_hip_hop d:1
5104 5104 20:46:59 h:a_arte_mais_bela d:40408 d:rap_hip_hop d:1
5134 5134 23:07:02 h:danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim d:35708 d:rap_hip_hop d:0
5134 5134 23:00:37 h:danito_ft_myth_jp_lagrimas_na_cara d:35708 d:rap_hip_hop d:0
5134 5134 21:26:55 h:vem_pa_pa_de_mim d:40811 d:rap_hip_hop d:1
5134 5134 20:57:31 h:dvkrew_toma_cuidado d:44570 d:rap_hip_hop d:1
5134 5134 22:48:23 h:nunca_mudei_ft_ntk d:40811 d:rap_hip_hop d:0
5134 5134 22:47:24 h:eras_a_minha_ft_ntk d:40811 d:rap_hip_hop d:0
5134 5134 22:53:15 h:a_s_sa_tu_2009 d:40811 d:rap_hip_hop d:1
5134 5134 22:31:13 h:amizade_na_o_se_vende d:40811 d:rap_hip_hop d:0
5134 5134 22:47:24 h:my_little_guide_star_ft_ntk d:40811 d:rap_hip_hop d:1
5134 5134 22:54:18 h:wake_up_2009 d:40811 d:rap_hip_hop d:1
5134 5134 22:47:34 h:vem_ca_ft_ikaruz_e_ntk d:40811 d:rap_hip_hop d:1
6142 6142 20:35:51 h:danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim d:35708 d:rap_hip_hop d:0
6142 6142 22:03:51 h:morgadex_infiltrado_olhos_brilhantes d:39564 d:rap_hip_hop d:1
6142 6142 22:39:35 h:desculpa_foi_um_erro_2008 d:39243 d:r_b d:1
6167 6167 22:04:10 h:danito_jay_p_ft_mario_myth_rute_sera_que_pensas_em_mim d:35708 d:rap_hip_hop d:0
6167 6167 22:03:51 h:princesa_quero_te_aqui d:40811 d:rap_hip_hop d:0
6167 6167 21:22:49 h:ntk_da_me_a_oportunidade_2007 d:37127 d:rap_hip_hop d:0
6167 6167 21:22:50 h:inato_ft_infiltrado_fofa d:42116 d:rap_hip_hop d:1
